MonthGive,Region,YearsGive,AveDonAmt,LastDonAmt,DonPerYear,NewDonor,Age20t29,Age20t39,Age60pls,Age70pls,Age80pls,AdultAge,SomeUnivP,FinUnivP,hh1t2mem,hh1mem,AveIncEA,DwelValEA,EngPrmLang
No,R1,5,27.5,5,0.4,No,0.255555556,0.433333333,0.3,0.244444444,0.088888889,47.83146067,0.56626506,0.313253012,0.967213115,0.573770492,36910,174032,0.989130435
No,R1,4,11.42857143,20,1.75,No,0.05,0.157142857,0.257142857,0.121428571,0.021428571,52.50925926,0.527272727,0.272727273,0.62962963,0.092592593,85904,347794,0.977941177
No,R5,3,15,10,0.666666667,No,0.1,0.225,0.4875,0.2875,0.05,56.5915493,0.301587302,0.095238095,0.875,0.325,41915,164741,0.948717949
No,R2,3,10,10,0.333333333,No,0.096385542,0.240963855,0.096385542,0.036144578,0.012048193,45.68852459,0.558823529,0.382352941,0.448275862,0.103448276,92098,477303,1
No,R3,2,12.5,10,1,No,0.077253219,0.206008584,0.17167382,0.051502146,0.008583691,48.03773585,0.314685315,0.111888112,0.479452055,0.068493151,56454,203590,0.956896552
No,R2,9,25,25,0.111111111,No,0.168539326,0.348314607,0.129213483,0.078651685,0.033707865,43.81343284,0.471014493,0.31884058,0.573529412,0.308823529,73686,499096,0.723163842
No,R1,3,5,5,0.333333333,No,0.078571429,0.157142857,0.228571429,0.121428571,0.021428571,51.37864078,0.485148515,0.257425743,0.571428571,0.183673469,70224,244764,1
No,R1,3,16.66666667,10,1,No,0.071428571,0.224489796,0.096938776,0.040816327,0.005102041,45.19548872,0.304964539,0.141843972,0.447761194,0.164179105,62416,241973,0.964467005
No,R4,4,20,20,0.25,No,0.146153846,0.330769231,0.046153846,0.007692308,0,39.89156627,0.126582279,0.088607595,0.365853659,0.12195122,65947,136386,0.932330827
No,R1,2,20,20,1,No,0.12195122,0.312195122,0.107317073,0.034146342,0.004878049,43.72847682,0.306451613,0.088709677,0.442857143,0.085714286,62023,244699,0.951456311
No,R3,1,5,5,1,No,0.103846154,0.261538462,0.080769231,0.042307692,0.007692308,43.39880952,0.275167785,0.100671141,0.285714286,0.051948052,67812,238629,0.996124031
No,R1,8,5,5,0.125,No,0.090909091,0.222727273,0.131818182,0.063636364,0.013636364,46.71523179,0.314685315,0.167832168,0.424657534,0.04109589,63723,182284,0.972727273
No,R1,2,10,10,0.5,No,0.071428571,0.178571429,0.264285714,0.142857143,0.028571429,51.83185841,0.386792453,0.235849057,0.74137931,0.24137931,37461,242400,0.985714286
No,R2,8,5,5,0.25,No,0.106995885,0.308641975,0.090534979,0.041152263,0.008230453,43.46428571,0.423076923,0.243589744,0.417721519,0.113924051,65836,333290,0.921487603
No,R4,4,20,20,0.25,No,0.109090909,0.290909091,0.076363636,0.032727273,0,42.36931818,0.239263804,0.128834356,0.413793103,0.16091954,85891,145848,0.974637681
No,R4,9,4.25,2,0.444444444,No,0.102941177,0.279411765,0.098039216,0.039215686,0.019607843,44.62142857,0.401574803,0.149606299,0.470588235,0.191176471,86867,207925,0.975490196
No,R3,6,25,25,0.166666667,No,0.1375,0.329166667,0.133333333,0.070833333,0.029166667,44.28484849,0.24,0.1,0.46835443,0.151898734,43329,156182,0.790794979
No,R3,10,20,20,0.1,No,0.098484849,0.174242424,0.439393939,0.325757576,0.113636364,58.20175439,0.407407407,0.203703704,0.830769231,0.261538462,53333,286992,0.969924812
No,R3,9,10,10,0.111111111,No,0.0625,0.20625,0.3375,0.21875,0.09375,55.30645161,0.233009709,0.116504854,0.610169492,0.271186441,49407,163074,0.993103448
No,R2,4,20,20,0.25,No,0.086956522,0.201086957,0.184782609,0.086956522,0.027173913,49.45985402,0.58778626,0.396946565,0.451612903,0.112903226,113629,657676,0.961956522
No,R1,2,10,10,1,No,0.161073826,0.348993289,0.040268456,0.020134228,0.006711409,38.68478261,0.210526316,0.178947368,0.272727273,0.068181818,62715,158974,0.966887417
No,R5,8,10,10,0.125,No,0.065843621,0.181069959,0.106995885,0.057613169,0.012345679,46.90967742,0.309677419,0.161290323,0.38028169,0.070422535,66894,204142,0.991631799
No,R3,9,50,50,0.111111111,No,0.133333333,0.323809524,0.1,0.061904762,0.014285714,42.80434783,0.183206107,0.053435115,0.322580645,0.080645161,52476,177052,0.942307692
No,R2,4,25,25,0.25,No,0.115226337,0.300411523,0.098765432,0.04526749,0.016460905,43.72189349,0.352564103,0.17948718,0.391891892,0.081081081,74759,345416,0.941422594
No,R2,1,50,50,3,No,0.104166667,0.260416667,0.291666667,0.125,0.03125,50.59782609,0.638554217,0.530120482,0.86440678,0.457627119,86775,329456,0.875
No,R5,1,10,10,1,No,0.085714286,0.242857143,0.25,0.107142857,0.014285714,50.00952381,0.096774194,0.075268817,0.677966102,0.288135593,33284,179216,0.971631206
No,R5,1,5,5,1,No,0.083870968,0.24516129,0.129032258,0.058064516,0.006451613,45.86792453,0.13559322,0.084745763,0.509090909,0.054545455,53138,206273,0.884615385
No,R5,5,4,2,0.4,No,0.091703057,0.270742358,0.061135371,0.030567686,0.008733625,42.8630137,0.258992806,0.122302158,0.328571429,0.085714286,71335,161299,1
No,R1,3,20,20,0.333333333,No,0.148148148,0.320987654,0.092592593,0.043209877,0.018518519,41.91176471,0.212962963,0.138888889,0.326923077,0.057692308,43315,174553,0.753012048
No,R5,5,25,30,0.8,No,0.077319588,0.159793814,0.381443299,0.19072165,0.030927835,55.61038961,0.278571429,0.15,0.7125,0.1625,44750,147492,0.969072165
No,R2,4,40,50,0.5,No,0.152284264,0.350253807,0.137055838,0.060913706,0.015228426,43.46808511,0.229007634,0.091603053,0.46031746,0.174603175,38228,306840,0.368159204
No,R1,6,28.5,50,0.333333333,No,0.052631579,0.15131579,0.394736842,0.144736842,0.019736842,55.25373134,0.426229508,0.221311475,0.782608696,0.130434783,60454,317618,0.986666667
No,R3,6,5,5,0.166666667,No,0.069444444,0.199074074,0.296296296,0.152777778,0.032407407,52.65243902,0.254901961,0.150326797,0.576923077,0.102564103,63484,286082,0.990654206
No,R5,7,20,20,0.142857143,No,0.100840336,0.285714286,0.18487395,0.067226891,0.016806723,46.77647059,0.1625,0.025,0.688888889,0.311111111,35859,80413,0.98245614
No,R2,3,5,5,0.333333333,No,0.099601594,0.306772908,0.039840638,0.011952191,0.003984064,40.98148148,0.251655629,0.105960265,0.243243243,0.027027027,74844,217081,0.968
No,R3,2,5,5,0.5,No,0.111111111,0.26984127,0.158730159,0.079365079,0,46.80392157,0.390243902,0.097560976,0.666666667,0.25,62766,210125,0.885245902
No,R2,2,5,5,0.5,No,0.12037037,0.291666667,0.171296296,0.106481482,0.041666667,46.99367089,0.292993631,0.146496815,0.520547945,0.178082192,64393,289392,0.938967136
No,R6,2,50,50,0.5,No,0.231884058,0.391304348,0.173913044,0.130434783,0.072463768,44.22807018,0.255319149,0.085106383,0.820512821,0.641025641,18519,133302,0.93442623
No,R5,2,15,15,0.5,No,0.12631579,0.278947368,0.205263158,0.121052632,0.057894737,48.39552239,0.076923077,0.038461539,0.507692308,0.215384615,41736,135777,0.870967742
No,R3,3,10,10,0.333333333,No,0.11328125,0.2890625,0.0859375,0.04296875,0.015625,43.75,0.375,0.175,0.27027027,0.067567568,76793,265381,0.96484375
No,R2,3,25,25,0.333333333,No,0.111587983,0.278969957,0.077253219,0.025751073,0.008583691,43.00645161,0.1,0.071428571,0.328571429,0.085714286,57213,228209,0.91025641
No,R4,4,21.5,23,0.5,No,0.186170213,0.372340426,0.053191489,0.010638298,0,37.83333333,0.188034188,0.05982906,0.47761194,0.164179105,40162,130364,0.92631579
No,R5,6,25,25,0.166666667,No,0.110497238,0.243093923,0.287292818,0.160220995,0.044198895,51.21481482,0.170940171,0.076923077,0.675675676,0.22972973,41718,138370,0.994350283
No,R6,2,14.5,25,1,No,0.102803738,0.252336449,0.130841122,0.037383178,0.009345794,46.17948718,0.084507042,0.084507042,0.571428571,0.261904762,41863,139470,0.820754717
No,R1,2,12.5,20,1,No,0.091836735,0.295918367,0.12244898,0.076530612,0.020408163,45.32846715,0.217741936,0.056451613,0.594594595,0.202702703,43177,178146,1
No,R1,7,5,5,0.142857143,No,0.111731844,0.335195531,0.184357542,0.106145251,0.027932961,46.54676259,0.219512195,0.089430894,0.64,0.293333333,51702,193959,0.93989071
No,R5,7,31.66666667,25,0.428571429,No,0.073033708,0.219101124,0.213483146,0.08988764,0.039325843,49.61363636,0.25,0.153225807,0.608695652,0.173913044,50832,177922,0.971428571
No,R3,1,100,100,1,No,0.160326087,0.326086957,0.135869565,0.04076087,0.010869565,43.468,0.326180258,0.17167382,0.420560748,0.08411215,66092,269664,0.669398907
No,R1,3,20,20,0.333333333,No,0.040816327,0.129251701,0.503401361,0.353741497,0.115646259,60.99212598,0.24137931,0.137931035,0.842105263,0.368421053,43976,253839,0.979452055
No,R2,4,275,250,0.5,No,0.206349206,0.468253968,0.103174603,0.071428571,0.03968254,40.97115385,0.365591398,0.225806452,0.84375,0.296875,25802,382716,0.796747968
No,R1,3,23.33333333,20,1,No,0.058479532,0.187134503,0.257309942,0.111111111,0.023391813,51.46875,0.227272727,0.083333333,0.641791045,0.179104478,50459,258352,1
No,R1,2,10,10,0.5,No,0.071428571,0.224489796,0.096938776,0.040816327,0.005102041,45.19548872,0.304964539,0.141843972,0.447761194,0.164179105,62416,241973,0.964467005
No,R2,2,50,50,0.5,No,0.123809524,0.214285714,0.190476191,0.104761905,0.033333333,48.70198676,0.68125,0.475,0.434782609,0.101449275,143404,1030786,0.933962264
No,R1,4,25,25,0.5,No,0.099173554,0.256198347,0.314049587,0.148760331,0.024793388,51.18367347,0.1,0.033333333,0.705882353,0.156862745,40000,143274,0.967213115
No,R1,6,15,20,0.333333333,No,0.062222222,0.324444444,0.062222222,0.013333333,0,41.33333333,0.3671875,0.15625,0.323943662,0.084507042,65075,193518,1
No,R4,7,20,20,0.285714286,No,0.123076923,0.338461539,0.038461539,0.007692308,0,39.40963855,0.297619048,0.142857143,0.342857143,0.142857143,73021,146653,0.74015748
No,R1,6,10.75,8,0.333333333,No,0.11038961,0.266233766,0.318181818,0.194805195,0.058441558,52.20168067,0.252427185,0.106796117,0.704225352,0.281690141,38047,158103,0.942675159
No,R4,4,10,10,0.25,No,0.102272727,0.340909091,0.045454546,0.011363636,0,41.16666667,0.238095238,0.095238095,0.433333333,0.2,62133,171902,0.967032967
No,R3,6,20,20,0.166666667,No,0.121495327,0.289719626,0.098130841,0.042056075,0.009345794,43.09489051,0.20661157,0.123966942,0.369230769,0.123076923,57883,212178,0.990566038
No,R4,2,10,10,1,No,0.127358491,0.33490566,0.070754717,0.033018868,0.014150943,41.91390729,0.311594203,0.152173913,0.639534884,0.302325581,47798,95597,0.903846154
No,R2,7,4,4,0.142857143,No,0.068493151,0.168949772,0.210045662,0.118721461,0.03196347,51.09032258,0.649681529,0.49044586,0.453333333,0.146666667,99662,593245,0.815315315
No,R1,8,2,2,0.125,No,0.174863388,0.327868853,0.076502732,0.032786885,0.010928962,41.40944882,0.280701754,0.157894737,0.492063492,0.190476191,70870,179998,0.87150838
No,R3,6,10,10,0.333333333,No,0.103286385,0.244131455,0.112676056,0.042253521,0.009389671,45.20408163,0.392307692,0.253846154,0.353846154,0.107692308,75931,361859,0.948356808
No,R2,5,5,5,0.2,No,0.089795918,0.383673469,0.057142857,0.016326531,0.004081633,39.61437909,0.270676692,0.127819549,0.297297297,0.094594595,64057,200433,0.943319838
No,R1,2,5,5,0.5,No,0.096256685,0.245989305,0.139037433,0.053475936,0.016042781,45.96666667,0.126126126,0.081081081,0.484375,0.1875,43004,142489,0.989189189
No,R2,3,5,5,0.333333333,No,0.095238095,0.255952381,0.190476191,0.083333333,0.011904762,47.46666667,0.163636364,0.054545455,0.606060606,0.257575758,50846,187972,0.982352941
No,R6,1,10,10,1,No,0.066666667,0.164102564,0.441025641,0.287179487,0.123076923,59.0310559,0.129770992,0.061068702,0.773809524,0.285714286,45601,154381,0.97826087
No,R3,2,150,150,0.5,No,0.273291926,0.472049689,0.130434783,0.055900621,0.01863354,40.248,0.112149533,0.046728972,0.640625,0.234375,40628,136628,0.900621118
No,R5,4,11,2,0.5,No,0.059782609,0.14673913,0.47826087,0.260869565,0.086956522,58.94936709,0.228571429,0.128571429,0.797468354,0.215189873,44371,177158,0.942528736
No,R2,10,4.5,4,0.2,No,0.09375,0.2421875,0.0703125,0.03125,0.0078125,44.19125683,0.411764706,0.205882353,0.397590361,0.108433735,113336,317084,0.984313726
No,R3,4,6.666666667,10,0.75,No,0.110526316,0.273684211,0.263157895,0.12631579,0.031578947,49.44029851,0.219858156,0.092198582,0.549295775,0.197183099,38687,151726,0.880208333
No,R3,2,3,4,1,No,0.133333333,0.333333333,0.125,0.058333333,0.016666667,43.67948718,0.202702703,0.027027027,0.575,0.225,40830,136146,0.973913044
No,R1,8,4.666666667,4,0.375,No,0.090909091,0.285123967,0.128099174,0.066115703,0.012396694,45.39766082,0.226027397,0.102739726,0.43373494,0.096385542,59388,223793,1
No,R6,6,20,20,0.333333333,No,0.109170306,0.288209607,0.104803493,0.043668122,0.013100437,43.65771812,0.28030303,0.159090909,0.413333333,0.12,62990,133639,0.913043478
No,R4,3,10,10,0.333333333,No,0.192592593,0.422222222,0.014814815,0.007407407,0,36.83146067,0.345238095,0.226190476,0.5,0.125,78210,161620,0.970149254
No,R1,4,50,50,0.5,No,0.090909091,0.202797203,0.440559441,0.321678322,0.167832168,59.06086957,0.142857143,0.077922078,0.660377359,0.245283019,38705,152776,0.958333333
No,R4,3,2,2,0.333333333,No,0.12890625,0.296875,0.1328125,0.0546875,0.01171875,44.36046512,0.184713376,0.133757962,0.452380952,0.178571429,57253,129087,0.988
No,R4,7,10,10,0.285714286,No,0.12184874,0.331932773,0.079831933,0.037815126,0.004201681,41.26351351,0.222222222,0.097222222,0.391891892,0.121621622,60278,120391,0.970711297
No,R5,3,5,5,0.333333333,No,0.085501859,0.241635688,0.12267658,0.063197026,0.018587361,46.01136364,0.416184971,0.202312139,0.329268293,0.085365854,64921,222516,0.996212121
No,R1,2,2,2,0.5,No,0.130434783,0.286956522,0.426086957,0.32173913,0.165217391,55.43809524,0.413043478,0.25,0.932432432,0.594594595,36930,181912,0.973214286
No,R1,6,23.33333333,20,0.5,No,0.09178744,0.25120773,0.164251208,0.096618358,0.024154589,47.37583893,0.279411765,0.176470588,0.493150685,0.150684932,57408,204454,0.951690821
No,R5,1,40,40,1,No,0.184615385,0.330769231,0.323076923,0.230769231,0.138461539,51.43478261,0.207920792,0.079207921,0.815384615,0.476923077,50687,277518,1
No,R1,3,10,10,0.333333333,No,0.064516129,0.193548387,0.239631336,0.092165899,0.01843318,50.7195122,0.126582279,0.069620253,0.62962963,0.222222222,55693,208362,1
No,R4,2,100,100,0.5,No,0.246153846,0.415384615,0.146153846,0.061538462,0.007692308,41.57281553,0.107526882,0.043010753,0.816901409,0.464788732,33563,103852,0.992307692
No,R5,2,4,4,0.5,No,0.20212766,0.393617021,0.191489362,0.106382979,0.04787234,44.12857143,0.308823529,0.117647059,0.641025641,0.205128205,42935,161898,1
No,R5,6,4,4,0.166666667,No,0.068965517,0.206896552,0.163793103,0.086206897,0.025862069,49.14102564,0.25,0.15,0.5,0.15,46014,173897,1
No,R2,2,15,10,1,No,0.1,0.276923077,0.307692308,0.215384615,0.092307692,52.33653846,0.254901961,0.068627451,0.723076923,0.446153846,44895,178803,0.887218045
No,R2,2,25,25,0.5,No,0.095238095,0.255952381,0.190476191,0.083333333,0.011904762,47.46666667,0.163636364,0.054545455,0.606060606,0.257575758,50846,187972,0.982352941
No,R2,4,5,5,0.25,No,0.120930233,0.339534884,0.130232558,0.069767442,0.023255814,44.11111111,0.213235294,0.110294118,0.5,0.184210526,46155,297090,0.780373832
No,R5,4,10,10,0.25,No,0.085106383,0.20212766,0.340425532,0.127659575,0.031914894,53.19736842,0.103896104,0.051948052,0.717948718,0.102564103,44771,173427,0.978021978
No,R3,3,50,50,0.333333333,No,0.147058824,0.365546219,0.088235294,0.029411765,0.012605042,40.75,0.206666667,0.086666667,0.451219512,0.207317073,54846,165989,0.970338983
No,R4,2,10,10,0.5,No,0.152,0.328,0.088,0.032,0.016,42.24418605,0.164705882,0.058823529,0.522727273,0.227272727,46586,116055,1
No,R5,2,5,5,0.5,No,0.106719368,0.276679842,0.102766798,0.039525692,0.007905138,44.08928571,0.176470588,0.078431373,0.465116279,0.209302326,71016,119191,0.984126984
No,R5,2,20,20,0.5,No,0.072992701,0.270072993,0.102189781,0.04379562,0.00729927,44.93478261,0.224719101,0.146067416,0.530612245,0.142857143,51521,251566,0.892857143
No,R4,3,25,25,0.333333333,No,0.143382353,0.356617647,0.022058824,0.003676471,0,37.71875,0.116564417,0.036809816,0.24,0.04,70843,131755,0.882783883
No,R3,8,175,5,0.375,No,0.163568773,0.345724907,0.118959108,0.05204461,0.018587361,42.92670157,0.255555556,0.127777778,0.407407407,0.098765432,69374,279186,0.72761194
No,R3,2,4,4,0.5,No,0.110526316,0.273684211,0.263157895,0.12631579,0.031578947,49.44029851,0.219858156,0.092198582,0.549295775,0.197183099,38687,151726,0.880208333
No,R4,1,25,25,1,No,0.097560976,0.268292683,0.109756098,0.048780488,0,44.80701754,0.181818182,0.054545455,0.592592593,0.111111111,54056,156875,0.987654321
No,R2,6,20,20,0.166666667,No,0.089005236,0.193717278,0.251308901,0.120418848,0.031413613,51.21527778,0.631205674,0.432624114,0.558823529,0.161764706,180516,909705,0.936842105
No,R2,6,5,5,0.166666667,No,0.141176471,0.247058824,0.264705882,0.141176471,0.035294118,49.91911765,0.586206897,0.420689655,0.641791045,0.208955224,91848,816287,0.810344828
No,R1,4,30,30,0.25,No,0.105555556,0.183333333,0.255555556,0.111111111,0.027777778,51.09558824,0.591240876,0.372262774,0.567164179,0.194029851,80904,362854,0.950549451
No,R5,7,23.33333333,20,0.428571429,No,0.065502183,0.205240175,0.253275109,0.11790393,0.017467249,51.30726257,0.295180723,0.132530121,0.586206897,0.126436782,67650,283254,0.951327434
No,R6,4,10,10,0.25,No,0.066666667,0.164102564,0.441025641,0.287179487,0.123076923,59.0310559,0.129770992,0.061068702,0.773809524,0.285714286,45601,154381,0.97826087
No,R2,5,13.33333333,10,0.6,No,0.1,0.276923077,0.307692308,0.215384615,0.092307692,52.33653846,0.254901961,0.068627451,0.723076923,0.446153846,44895,178803,0.887218045
No,R2,7,2,2,0.285714286,No,0.108108108,0.196911197,0.088803089,0.019305019,0.003861004,44.90340909,0.604395604,0.39010989,0.315789474,0.052631579,114072,445109,0.800766284
No,R6,9,25,25,0.333333333,No,0.07518797,0.22556391,0.30075188,0.157894737,0.060150376,52.31730769,0.38317757,0.186915888,0.666666667,0.316666667,45227,144972,0.96350365
No,R2,4,10,10,0.75,No,0.11965812,0.299145299,0.290598291,0.153846154,0.025641026,50.01980198,0.326086957,0.239130435,0.819672131,0.295081967,55278,180776,0.863247863
No,R1,1,50,50,1,No,0.163461539,0.336538462,0.25,0.163461539,0.057692308,48.21590909,0.130952381,0.047619048,0.842105263,0.403508772,35616,132330,0.981132076
No,R1,11,20,20,0.181818182,No,0.094117647,0.247058824,0.247058824,0.129411765,0.011764706,50.19047619,0.320754717,0.226415094,0.606060606,0.333333333,48033,172205,1
No,R2,2,10,10,1,No,0.151785714,0.290178571,0.196428571,0.111607143,0.040178571,46.95375723,0.36,0.194285714,0.442857143,0.185714286,58577,417452,0.665178571
No,R3,5,22.5,25,0.4,No,0.078947368,0.164473684,0.486842105,0.335526316,0.092105263,59.27906977,0.428571429,0.238095238,0.766233766,0.311688312,46994,241804,0.953947368
No,R6,9,19,10,0.555555556,No,0.12568306,0.25136612,0.169398907,0.076502732,0.016393443,46.80620155,0.209677419,0.096774194,0.592105263,0.25,55078,156764,0.978378378
No,R2,3,10,10,0.333333333,No,0.106666667,0.244444444,0.097777778,0.035555556,0.008888889,44.78846154,0.410596027,0.238410596,0.21875,0,69672,332581,0.657777778
No,R1,2,10,10,0.5,No,0.096256685,0.245989305,0.139037433,0.053475936,0.016042781,45.96666667,0.126126126,0.081081081,0.484375,0.1875,43004,142489,0.989189189
No,R1,9,6,6,0.111111111,No,0.103305785,0.276859504,0.20661157,0.095041322,0.02892562,47.94767442,0.137931035,0.062068966,0.534883721,0.11627907,46886,139735,0.965665236
No,R1,10,10,10,0.1,No,0.091836735,0.295918367,0.12244898,0.076530612,0.020408163,45.32846715,0.217741936,0.056451613,0.594594595,0.202702703,43177,178146,1
No,R1,9,30,20,0.222222222,No,0.090909091,0.272727273,0.090909091,0.038961039,0.012987013,44.56603774,0.217391304,0.108695652,0.52173913,0,54950,264540,1
No,R2,4,8.333333333,15,0.75,No,0.089430894,0.178861789,0.146341463,0.040650407,0.004065041,47.61046512,0.633333333,0.427777778,0.376623377,0.064935065,148752,659489,0.926829268
No,R1,2,20,20,0.5,No,0.097435897,0.241025641,0.184615385,0.112820513,0.025641026,48.45588235,0.263565892,0.11627907,0.528571429,0.185714286,53864,215930,0.994818653
No,R5,3,25,25,0.333333333,No,0.100877193,0.285087719,0.219298246,0.144736842,0.061403509,49.1242236,0.15942029,0.043478261,0.609756098,0.219512195,36922,139379,0.995412844
No,R2,13,21.25,25,0.307692308,No,0.144230769,0.264423077,0.129807692,0.048076923,0,45.19727891,0.308823529,0.205882353,0.313432836,0.029850746,57112,288348,0.811059908
No,R1,1,50,50,1,No,0.266055046,0.431192661,0.220183486,0.146788991,0.04587156,44.66326531,0.511111111,0.266666667,0.882352941,0.544117647,33080,249561,1
No,R1,1,8,8,1,No,0.099173554,0.256198347,0.314049587,0.148760331,0.024793388,51.18367347,0.1,0.033333333,0.705882353,0.156862745,40000,143274,0.967213115
No,R5,4,5,5,0.75,No,0.091703057,0.270742358,0.061135371,0.030567686,0.008733625,42.8630137,0.258992806,0.122302158,0.328571429,0.085714286,71335,161299,1
No,R1,2,10,10,0.5,No,0.090517241,0.215517241,0.181034483,0.090517241,0.025862069,48.42352941,0.402366864,0.24852071,0.552941177,0.176470588,72413,328695,0.982758621
No,R4,4,10,10,0.25,No,0.12184874,0.331932773,0.079831933,0.037815126,0.004201681,41.26351351,0.222222222,0.097222222,0.391891892,0.121621622,60278,120391,0.970711297
No,R3,1,10,10,1,No,0.131578947,0.269736842,0.131578947,0.059210526,0.013157895,45.22018349,0.32967033,0.10989011,0.490196078,0.137254902,61956,434465,0.921052632
No,R1,2,5,5,0.5,No,0.083798883,0.245810056,0.25698324,0.156424581,0.05027933,50.53793103,0.376923077,0.192307692,0.618421053,0.236842105,57096,251225,0.955555556
No,R2,10,20,20,0.2,No,0.078947368,0.315789474,0.059210526,0.019736842,0,41.74489796,0.302083333,0.1875,0.382978723,0.127659575,70178,219856,0.913333333
No,R2,12,16.66666667,15,0.75,No,0.174603175,0.301587302,0.301587302,0.142857143,0.047619048,48.87037037,0.517241379,0.224137931,0.434782609,0.130434783,121072,645300,0.633802817
No,R3,3,2,2,0.333333333,No,0.133027523,0.288990826,0.146788991,0.059633028,0.018348624,45.48407643,0.212328767,0.082191781,0.544117647,0.205882353,58124,506288,0.897674419
No,R1,2,10,10,0.5,No,0.086956522,0.233695652,0.135869565,0.054347826,0.016304348,47.07633588,0.3515625,0.15625,0.492537313,0.179104478,61598,170765,0.93989071
No,R5,7,5,5,0.142857143,No,0.055555556,0.194444444,0.356481482,0.175925926,0.037037037,54.56363636,0.229299363,0.121019108,0.666666667,0.137931035,55822,160897,0.986046512
No,R5,7,3.5,2,0.285714286,No,0.108695652,0.295652174,0.117391304,0.060869565,0.017391304,44.21088435,0.147651007,0.060402685,0.4,0.2,40978,153757,0.940677966
No,R2,10,5,5,0.2,No,0.117370892,0.286384977,0.103286385,0.051643193,0.014084507,44.08724832,0.289855073,0.130434783,0.343283582,0.119402985,59202,278773,0.872641509
No,R3,4,2,2,0.5,No,0.050420168,0.142857143,0.470588235,0.294117647,0.109243698,59.05357143,0.054054054,0.018018018,0.938461539,0.4,34066,42645,1
No,R2,2,17.5,15,1,No,0.090551181,0.24015748,0.098425197,0.035433071,0.003937008,44.38235294,0.422619048,0.273809524,0.333333333,0.106666667,68133,344701,0.619047619
No,R5,3,13.33333333,10,1,No,0.12345679,0.271604938,0.265432099,0.172839506,0.049382716,50.70247934,0.239316239,0.102564103,0.642857143,0.285714286,36910,142570,0.902439024
No,R2,4,50,50,0.25,No,0.18,0.39,0.23,0.1,0.03,45.59259259,0.114754098,0.049180328,0.366666667,0.166666667,53125,365953,0.484536083
No,R6,9,20,20,0.111111111,No,0.115044248,0.274336283,0.168141593,0.088495575,0.017699115,46.56962025,0.191780822,0.082191781,0.630434783,0.282608696,35737,113707,0.923076923
No,R1,8,18.33333333,20,0.375,No,0.070422535,0.183098592,0.366197183,0.225352113,0.070422535,55.74336283,0.323809524,0.180952381,0.711864407,0.254237288,51610,221922,0.978571429
No,R4,4,6,7,0.5,No,0.143712575,0.251497006,0.31736527,0.239520958,0.137724551,53.75396825,0.107142857,0.053571429,0.691176471,0.426470588,43066,115621,0.993377483
No,R3,10,8.333333333,5,0.3,No,0.092436975,0.260504202,0.134453782,0.071428571,0.012605042,45.69230769,0.251851852,0.103703704,0.454545455,0.077922078,55492,201248,0.949367089
No,R2,9,40,40,0.111111111,No,0.125,0.321428571,0.078571429,0.035714286,0.007142857,42.11229947,0.18404908,0.067484663,0.408602151,0.129032258,65370,217979,0.953736655
No,R2,7,16.66666667,20,0.428571429,No,0.147058824,0.306722689,0.197478992,0.084033613,0.025210084,46.38251366,0.197674419,0.11627907,0.407894737,0.171052632,47024,330676,0.435146444
No,R3,2,112.5,25,1,No,0.143589744,0.317948718,0.092307692,0.051282051,0.015384615,42.5984252,0.109243698,0.033613445,0.36,0.16,59504,279102,0.699453552
No,R1,9,40,50,0.555555556,No,0.066666667,0.188888889,0.388888889,0.277777778,0.111111111,57.73134328,0.185185185,0.055555556,0.780487805,0.43902439,31123,122707,1
No,R1,1,10,10,1,No,0.116788321,0.262773723,0.211678832,0.167883212,0.058394161,49.2920354,0.571428571,0.401785714,0.757142857,0.4,50752,242066,0.985611511
No,R3,3,25,25,0.666666667,No,0.180505415,0.350180505,0.083032491,0.036101083,0.003610108,41.140625,0.247191011,0.078651685,0.376623377,0.038961039,58536,214728,0.673835125
No,R1,6,10,10,0.333333333,No,0.192771084,0.325301205,0.325301205,0.192771084,0.048192771,49.74285714,0.158730159,0.111111111,0.84,0.5,22459,109455,1
No,R4,2,15,20,1,No,0.258241758,0.395604396,0.148351648,0.06043956,0.010989011,41.20454546,0.120689655,0.094827586,0.648648649,0.27027027,38599,133651,0.956284153
No,R2,3,50,50,0.333333333,No,0.176029963,0.34082397,0.093632959,0.033707865,0.011235955,41.9027027,0.2,0.125714286,0.264705882,0.102941177,53231,341934,0.414179105
No,R5,1,25,25,1,No,0.09375,0.265625,0.15625,0.046875,0,46.02173913,0.416666667,0.270833333,0.625,0.125,49812,254035,1
No,R1,8,20,20,0.125,No,0.078431373,0.241830065,0.241830065,0.130718954,0.039215686,50.54310345,0.192660551,0.110091743,0.64516129,0.209677419,40606,183015,1
No,R3,8,5.5,5,0.25,No,0.126760563,0.253521127,0.14084507,0.056338028,0.028169014,46.08333333,0.111111111,0.066666667,0.730769231,0.346153846,43290,79985,0.985294118
No,R5,1,20,20,1,No,0.182352941,0.382352941,0.164705882,0.070588235,0.005882353,43.6796875,0.283185841,0.14159292,0.623188406,0.231884058,45083,162215,0.958579882
No,R1,7,10,10,0.142857143,No,0.105555556,0.183333333,0.255555556,0.111111111,0.027777778,51.09558824,0.591240876,0.372262774,0.567164179,0.194029851,80904,362854,0.950549451
