DENY,BLACK,PI_RATIO,HOUSE_INCOME,MEDIUM,HIGH,LOAN_VALUE,CONSUMER_CREDIT,MORGAGE_CREDIT,PUBLIC,DENIED_MI,SELF,SINGLE,URIA
1,0,0.35,0.27,1,0,0.884393,1,2,0,0,0,0,3.9
0,0,0.35,0.29,0,0,0.550388,1,2,0,0,0,0,2
0,0,0.32,0.23,1,0,0.8,3,2,0,0,0,1,3.1
1,0,0.32,0.28,1,0,0.8,1,2,0,0,0,1,3.2
0,0,0.37,0.3,1,0,0.904,1,2,0,0,0,1,3.9
0,1,0.35,0.26,1,0,0.902299,6,2,1,0,0,1,3.2
0,1,0.44,0.32,1,0,0.904348,6,2,1,0,0,1,3.2
0,1,0.4,0.29,1,0,0.892562,6,2,1,0,0,0,1.8
0,1,0.29,0.27,0,0,0.714286,1,2,0,0,0,1,1.8
0,1,0.41,0.27,0,1,0.952,5,2,1,0,0,1,3.2
0,1,0.25,0.22,1,0,0.833333,3,2,0,0,0,0,10.6
0,0,0.4,0.23,1,0,0.8,5,1,0,0,0,1,3.2
0,1,0.43,0.26,1,0,0.910448,5,2,1,0,1,0,1.8
0,1,0.41,0.26,1,0,0.899441,6,2,1,0,0,0,2
0,0,0.49,0.28,1,0,0.88189,5,2,0,0,0,0,3.2
0,0,0.41,0.28,0,0,0.793893,1,2,0,0,0,1,1.8
0,0,0.26,0.26,0,0,0.637168,2,4,0,0,1,0,3.2
1,0,0.367,0.23,1,0,0.804688,6,2,1,0,0,1,1.8
0,0,0.39,0.39,0,0,0.215054,1,2,0,0,0,1,3.2
0,0,0.37,0.3,0,0,0.625,1,2,0,0,0,1,3.6
0,0,0.33,0.28,0,0,0.02,1,2,0,0,0,1,3.9
0,0,0.28,0.26,0,0,0.78125,3,2,0,0,0,0,3.2
0,0,0.36,0.31,0,0,0.78125,1,2,0,0,0,1,4.3
0,0,0.35,0.32,0,0,0.656311,2,1,0,0,0,0,10.6
0,0,0.32,0.25,0,0,0.780142,1,2,0,0,0,0,4.3
0,0,0.38,0.23,0,0,0.2,1,2,0,0,0,0,3.2
0,0,0.35,0.29,1,0,0.847222,1,2,0,0,0,0,4.3
0,0,0.36,0.27,0,0,0.547264,1,1,0,0,0,0,3.2
0,0,0.25,0.25,0,0,0.640411,1,2,0,0,0,0,3.1
0,1,0.47,0.34,1,0,0.88189,2,2,0,0,0,1,4.3
1,0,0.18,0.13,0,0,0.785714,6,2,0,0,0,0,2
0,0,0.29,0.28,0,0,0.738636,1,2,0,0,0,1,3.2
0,0,0.25,0.24,0,0,0.656977,1,2,0,0,0,0,3.9
0,0,0.26,0.2,0,0,0.607143,2,2,0,0,0,0,5.3
0,0,0.29,0.23,0,0,0.395018,2,2,0,0,0,0,3.2
0,0,0.29,0.22,0,0,0.717241,1,2,0,0,1,1,10.6
0,0,0.27,0.27,0,0,0.740331,2,2,0,0,0,1,3.2
0,0,0.29,0.24,0,0,0.634518,1,1,0,0,0,1,10.6
1,1,0.21,0.21,0,0,0.612903,2,2,1,0,0,0,10.6
0,0,0.95,0.44,0,0,0.547059,6,3,0,0,1,0,10.6
0,0,0.25,0.2,1,0,0.930233,1,2,0,0,0,0,4.3
0,0,0.22,0.22,0,0,0.61745,2,2,0,0,0,0,4.3
0,0,0.37,0.29,0,0,0.70229,1,1,0,0,0,0,3.2
0,0,0.4,0.27,1,0,0.918519,2,2,0,0,0,0,4.3
0,0,0.29,0.28,0,0,0.69697,1,2,0,0,0,1,4.3
1,0,0.36,0.24,0,1,1,1,2,0,0,0,1,3.2
0,0,0.32,0.21,0,0,0.730337,1,2,0,0,0,1,4.3
0,0,0.38,0.24,0,0,0.434783,2,2,0,0,1,0,3.2
1,0,0.37,0.37,0,0,0.653266,2,1,0,0,1,0,4.3
0,0,0.4,0.28,0,0,0.640167,1,2,0,0,0,0,3.1
0,0,0.24,0.1,0,0,0.571429,2,2,0,0,0,1,1.8
0,0,0.37,0.27,0,0,0.40146,2,1,0,0,1,0,3.1
0,0,0.35,0.18,1,0,0.80292,2,2,0,0,0,1,10.6
0,0,0.41,0.07,0,0,0.786885,2,1,0,0,0,0,3.6
0,0,0.41,0.33,0,0,0.666667,2,2,0,0,0,0,3.1
0,1,0.32,0.32,0,0,0.754098,4,2,0,0,0,1,4.3
0,0,0.34,0.31,1,0,0.904,1,2,0,0,0,0,3.2
0,0,0.39,0.3,1,0,0.839416,2,2,0,0,0,1,10.6
0,0,0.239,0.218,0,0,0.162791,5,2,0,0,0,0,3.2
0,0,0.331,0.262,0,0,0.40625,1,2,0,0,1,0,8.9
0,0,0.355,0.331,0,0,0.555556,6,1,0,0,0,0,3.1
0,0,0.4089,0.2729,1,0,0.896,5,2,0,0,0,0,3.9
0,0,0.165,0.054,0,0,0.102564,1,1,0,0,0,1,3.1
0,0,0.307,0.231,0,0,0.491228,1,2,0,0,0,0,3.2
0,0,0.235,0.226,0,0,0.679825,1,1,0,0,0,0,3.2
0,0,0.313,0.288,0,0,0.553097,1,2,0,0,0,0,3.2
0,0,0.266,0.183,0,0,0.669355,2,2,0,0,0,0,5.3
0,0,0.231,0.231,0,0,0.747664,4,2,0,0,1,0,3.1
0,0,0.304,0.203,0,0,0.578704,1,2,0,0,0,0,1.8
0,0,0.347,0.289,0,0,0.522822,1,1,0,0,0,0,1.8
0,0,0.351,0.346,0,0,0.484765,1,2,0,0,1,1,3.6
0,0,0.321,0.244,1,0,0.945205,1,2,1,0,0,0,3.9
0,0,0.381,0.228,0,0,0.553648,1,1,0,0,0,0,4.3
1,0,0.472,0.304,1,0,0.869565,2,2,0,0,0,1,2
1,1,0.425,0.345,0,1,0.951351,6,4,0,0,0,1,1.8
0,0,0.319,0.315,0,0,0.798387,1,1,0,0,0,0,3.1
0,0,0.0699,0.0699,0,0,0.480769,5,2,0,0,1,1,3.2
0,0,0.341,0.341,1,0,0.938776,4,2,0,0,0,0,3.9
0,0,0.349,0.287,0,0,0.204082,1,2,0,0,0,0,4.3
0,0,0.338,0.27,1,0,0.864,1,2,0,0,0,0,3.2
0,1,0.396,0.273,0,0,0.798122,1,2,0,0,0,0,3.2
0,0,0.39,0.279,1,0,0.8,1,1,0,0,1,1,3.2
0,0,0.275,0.238,0,0,0.71066,1,2,0,0,0,1,3.6
0,0,0.3105,0.2382,1,0,0.802632,5,2,0,0,0,1,3.2
0,0,0.468,0.362,0,0,0.783784,5,2,0,0,0,1,4.3
0,1,0.3886,0.2613,0,0,0.743169,1,1,0,0,1,0,3.2
0,0,0.242,0.177,0,0,0.189189,1,1,0,0,0,0,3.6
0,0,0.692,0.536,0,0,0.789474,1,1,0,0,1,0,3.2
1,1,0.576,0.329,1,0,0.899281,6,2,0,0,0,0,3.2
0,0,0.3541,0.1947,0,0,0.75,1,2,0,0,0,0,10.6
1,1,0.479,0.475,0,1,0.951923,6,2,0,0,0,1,2
0,0,0.356,0.311,0,0,0.750877,1,1,0,0,0,0,1.8
1,1,0.363,0.169,1,0,0.861111,1,2,0,1,0,1,4.3
0,1,0.264,0.175,0,0,0.354839,1,1,0,0,0,0,1.8
0,0,0.173,0.097,0,0,0.348837,1,1,0,0,0,1,4.3
0,0,0.365,0.274,1,0,0.859375,1,2,0,0,0,0,3.2
0,0,0.405,0.276,0,0,0.793566,1,1,0,0,0,1,3.1
0,0,0.252,0.088,0,0,0.782051,1,1,0,0,0,0,3.2
0,1,0.248,0.238,0,0,0.68,4,2,0,0,0,1,3.2
0,0,0.391,0.37,0,0,0.27907,1,2,0,0,0,1,4.3
0,0,0.283,0.283,0,0,0.59596,4,2,0,0,0,0,3.9
0,0,0.304,0.277,0,0,0.652174,1,2,0,0,0,1,1.8
0,1,0.056,0.053,1,0,0.8,6,4,0,0,0,0,3.2
0,0,0.384,0.375,1,0,0.8,1,2,0,0,0,1,1.8
1,0,0.584,0.447,0,0,0.754601,6,2,0,0,0,1,3.2
0,0,0.263,0.261,0,0,0.790774,1,2,0,0,0,1,4.3
0,0,0.2527,0.2506,0,0,0.666667,1,2,0,0,0,1,3.6
0,0,0.316,0.284,1,0,0.801527,1,2,0,0,0,0,1.8
0,0,0.358,0.316,1,0,0.875,1,2,0,0,0,1,3.2
0,0,0.369,0.299,0,0,0.794521,1,2,0,0,0,0,3.9
0,0,0.222,0.207,0,0,0.75,1,2,0,0,0,1,1.8
0,0,0.253,0.168,0,0,0.664516,6,1,0,0,0,1,3.2
0,0,0.184,0.166,0,0,0.576471,6,2,0,0,0,0,3.2
0,0,0.4,0.33,1,0,0.887097,1,2,0,0,0,1,3.2
0,0,0.34,0.24,0,0,0.793103,1,1,0,0,0,1,3.2
1,0,0.3037,0.0904,1,0,0.8,6,2,1,0,0,1,3.2
0,0,0.41,0.19,0,0,0.701887,1,2,0,0,1,0,10.6
1,0,0.18,0.18,0,1,1,6,2,1,0,0,1,10.6
0,0,0.4,0.27,0,0,0.711111,2,2,0,0,1,0,4.3
0,0,0.31,0.31,0,0,0.776978,2,2,0,0,0,1,3.2
0,0,0.53,0.34,0,0,0.463235,1,2,0,0,0,0,3.9
0,0,0.3258,0.2658,0,0,0.789809,2,2,0,0,0,1,3.1
0,0,0.3924,0.2479,0,0,0.613333,1,1,0,0,0,1,2
0,0,0.2251,0.1934,0,0,0.358744,1,2,0,0,0,0,3.2
0,0,0.3817,0.2385,0,0,0.775424,1,1,1,0,0,0,4.3
0,1,0.3375,0.2275,1,0,0.902439,1,2,0,0,0,1,3.9
0,0,0.16,0.16,1,0,0.911765,2,1,0,0,0,1,3.2
1,1,0.3,0.3,0,1,1.111111,4,2,0,0,0,1,4.3
0,0,0.1,0.08,0,0,0.547945,1,1,0,0,1,1,1.8
0,0,0.2,0.12,1,0,0.939189,3,1,0,0,0,0,3.2
0,0,0.08,0.06,0,0,0.728643,1,1,0,0,0,1,3.2
0,0,0.1,0.06,0,0,0.78329,2,1,0,0,1,1,3.6
0,1,0.17,0.07,0,1,1.224638,2,1,0,0,0,0,2
0,0,0.29,0.21,0,0,0.797753,1,2,0,0,0,1,5.3
0,0,0.37,0.33,1,0,0.922078,2,2,0,0,0,1,3.2
0,0,0.36,0.32,0,0,0.681481,1,2,0,0,0,1,1.8
0,0,0.25,0.17,1,0,0.892857,2,2,0,0,0,0,3.2
1,0,0.36,0.32,1,0,0.8,6,2,1,0,0,0,2
0,0,0.39,0.36,1,0,0.890909,1,2,0,0,0,0,3.1
0,0,0.38,0.31,0,0,0.775362,2,2,0,0,0,1,3.2
0,0,0.4,0.34,1,0,0.8,2,2,0,0,1,1,3.2
0,0,0.36,0.25,1,0,0.8,1,1,0,0,0,1,3.2
0,0,0.38,0.34,1,0,0.919231,2,2,0,0,1,0,5.3
0,0,0.33,0.31,0,0,0.659218,1,2,0,0,0,1,3.2
0,0,0.37,0.26,0,0,0.783784,2,1,0,0,0,0,2
0,1,0.22,0.13,0,0,0.798611,3,1,1,0,1,0,3.2
0,0,0.3,0.24,0,0,0.423729,1,1,1,0,0,0,3.2
0,0,0.36,0.35,1,0,0.914474,1,2,0,0,0,1,3.2
0,0,0.41,0.28,1,0,0.896175,6,2,0,0,0,0,3.2
0,0,0.35,0.3,0,0,0.683761,1,2,0,0,0,1,3.1
0,0,0.32,0.32,1,0,0.8,1,2,0,0,0,1,3.2
1,1,0.41,0.28,1,0,0.925926,6,2,1,1,0,0,3.2
0,0,0.32,0.28,1,0,0.89697,1,2,0,0,0,0,3.2
0,0,0.4,0.18,1,0,0.876923,3,1,0,0,0,0,1.8
1,1,0.33,0.27,1,0,0.8,1,2,0,0,0,1,3.1
0,0,0.28,0.25,1,0,0.902174,1,2,0,0,0,0,1.8
0,0,0.35,0.35,0,0,0.44,2,1,0,0,0,0,10.6
1,1,0.4,0.35,0,0,0.782609,1,2,0,0,0,0,3.2
1,1,0.3,0.18,1,0,0.900804,6,2,1,0,1,0,1.8
0,0,0.35,0.23,1,0,0.874419,4,2,0,0,0,1,1.8
0,0,0.2,0.19,0,0,0.700809,1,1,0,0,0,0,3.2
0,0,0.29,0.28,0,0,0.375,1,4,0,0,0,0,3.2
0,0,0.36,0.27,1,0,0.82,2,2,0,0,0,0,3.2
0,0,0.34,0.2,0,0,0.350427,1,2,0,0,0,0,3.2
0,0,0.26,0.04,0,0,0.396825,2,2,0,0,0,0,2
0,0,0.28,0.21,0,0,0.638879,2,1,0,0,0,0,3.2
0,0,0.43,0.24,0,0,0.401786,2,1,0,0,0,0,4.3
0,0,0.27,0.2,0,0,0.797297,1,1,0,0,1,0,3.2
0,0,0.28,0.22,0,0,0.745578,2,2,0,0,0,1,3.2
0,0,0.27,0.25,1,0,0.851536,1,2,0,0,0,0,3.2
0,0,0.36,0.3,0,0,0.639713,1,1,0,0,0,1,3.2
0,0,0.35,0.35,0,0,0.625,2,3,0,0,0,0,3.6
0,0,0.33,0.31,1,0,0.858922,1,2,0,0,0,1,3.2
0,0,0.32,0.24,0,0,0.743243,3,1,0,0,0,0,3.1
0,0,0.23,0.04,0,0,0.5,1,1,0,0,0,0,3.2
0,0,0.37,0.28,0,0,0.487157,2,2,0,0,0,0,2
0,0,0.3312,0.1725,0,0,0.68,2,2,0,0,0,0,10.6
1,0,0.3513,0.2569,0,0,0.542857,5,2,0,0,0,1,3.2
0,0,0.457,0.282,0,0,0.752632,1,1,0,0,0,0,3.2
0,0,0.3524,0.2933,1,0,0.902985,1,2,0,0,0,0,3.1
1,0,0.4169,0.2109,1,0,0.923077,2,2,0,1,0,1,10.6
0,0,0.2191,0.2095,0,0,0.794872,1,2,0,0,0,0,3.9
1,0,0.2052,0.159,0,0,0.602564,1,2,0,1,1,1,1.8
0,0,0.4611,0.3715,0,0,0.784483,2,2,0,0,0,1,5.3
0,0,0.3466,0.3158,0,0,0.576037,2,2,0,0,0,0,2
0,0,0.3167,0.2089,0,0,0.721649,1,1,0,0,0,0,3.1
0,0,0.3728,0.2649,1,0,0.898438,1,2,0,0,0,0,10.6
0,0,0.661,0.661,0,0,0.433566,1,2,0,0,0,1,2
0,0,0.3562,0.2643,1,0,0.847222,1,2,0,0,0,0,4.3
0,1,0.3745,0.263,1,0,0.895833,2,2,0,0,0,0,3.1
1,0,0.314,0.2285,0,0,0.753968,1,2,0,1,0,0,10.6
1,0,0.3839,0.2556,1,0,0.95,1,2,0,1,0,1,1.8
0,0,0.3614,0.2343,0,0,0.784483,2,2,0,0,0,0,4.3
0,0,0.2664,0.2418,0,0,0.253165,1,2,0,0,1,1,3.2
0,0,0.3221,0.2755,0,0,0.748387,2,2,0,0,0,0,5.3
0,1,0.2311,0.2072,1,0,0.838235,1,2,0,0,0,0,3.9
0,0,0.3645,0.3288,0,0,0.762963,2,2,0,0,0,1,3.9
0,0,0.4266,0.2967,1,0,0.818182,1,1,0,0,0,0,3.1
0,0,0.2898,0.282,0,0,0.772727,1,2,0,0,1,0,10.6
0,1,0.8142,0.3933,0,0,0.516529,3,2,1,0,0,1,3.2
0,1,0.3714,0.3189,1,0,0.864865,2,2,0,0,1,1,1.8
0,0,0.2964,0.2345,1,0,0.896341,1,2,0,1,0,0,2
0,1,0.3535,0.252,1,0,0.804469,1,2,0,0,0,0,2
0,1,0.3475,0.2209,0,0,0.789116,2,2,0,0,0,0,3.1
0,1,0.4997,0.3553,1,0,0.938547,1,2,0,0,0,1,3.9
0,0,0.3743,0.282,0,0,0.555556,1,1,0,0,0,0,3.1
0,1,0.4677,0.368,1,0,0.874317,3,1,0,0,0,0,4.3
1,0,0.1043,0.0964,0,0,0.666667,4,2,0,0,1,1,10.6
0,0,0.3228,0.3228,1,0,0.864,1,2,0,0,0,0,3.6
0,0,0.2932,0.2805,1,0,0.89916,1,2,0,0,0,1,3.2
0,0,0.3356,0.3208,1,0,0.878049,1,2,0,0,0,0,1.8
1,1,0.4167,0.2651,0,0,0.75,5,1,0,0,0,0,3.2
0,0,0.2575,0.2145,0,0,0.625,1,2,0,0,0,0,3.2
0,0,0.3577,0.1412,0,0,0.655502,1,1,0,0,0,0,3.2
1,0,0.4668,0.4632,0,0,0.591716,4,2,0,0,0,0,3.6
0,1,0.216,0.124,0,0,0.323741,3,1,0,0,0,0,3.1
0,0,0.277,0.205,0,0,0.585938,2,1,0,0,1,0,1.8
0,0,0.27,0.27,0,0,0.651163,1,1,0,0,0,0,3.6
0,0,0.32,0.29,0,0,0.707692,2,1,0,0,0,0,5.3
0,0,0.25,0.145,0,0,0.681818,1,1,0,0,0,1,1.8
1,0,0.505,0.207,0,0,0.64135,6,2,0,0,0,0,1.8
0,1,0.32,0.13,0,0,0.401235,2,2,0,0,0,0,3.9
1,1,0.355,0.345,0,0,0.6875,5,2,1,0,1,0,3.2
0,0,0.31,0.29,1,0,0.896552,1,2,0,0,0,1,1.8
0,0,0.3,0.11,0,0,0.479452,2,1,0,0,0,1,4.3
0,0,0.19,0.15,0,0,0.184794,1,1,0,0,0,1,3.2
0,1,0.18,0.15,1,0,0.802817,1,1,0,0,0,0,3.9
0,0,0.08,0.08,0,0,0.111111,1,1,0,0,0,0,3.6
0,0,0.36,0.35,0,0,0.736842,1,1,0,0,0,0,3.6
0,0,0.14,0.09,1,0,0.8,1,2,0,0,0,0,3.1
0,0,0.34,0.27,0,0,0.793939,1,2,0,0,0,0,3.9
0,0,0.34,0.27,0,0,0.55,1,1,0,0,0,0,3.9
0,1,0.32,0.12,1,0,0.8,1,1,0,0,0,0,3.9
0,0,0.19,0.08,0,0,0.154286,1,1,0,0,0,0,10.6
0,0,0.32,0.11,0,0,0.482759,2,1,0,0,0,0,3.2
0,0,0.73,0.71,0,0,0.606061,1,1,0,0,0,1,3.9
0,1,0.58,0.52,1,0,0.8,1,1,0,0,0,0,3.9
0,0,0.3,0.3,0,0,0.795775,1,2,0,0,0,1,3.9
0,0,0.14,0.09,1,0,0.869894,1,2,0,0,0,0,3.6
0,0,0.26,0.16,0,0,0.135135,1,1,0,0,1,0,3.6
0,0,0.43,0.33,0,0,0.35,2,1,0,0,0,0,3.9
0,0,0.47,0.18,0,1,1,1,1,0,0,0,0,10.6
0,1,0.25,0.13,1,0,0.8,2,1,0,0,0,0,3.9
0,0,0.3,0.3,0,0,0.78125,1,1,0,0,0,0,3.9
0,0,0.27,0.25,0,0,0.695652,6,2,0,0,0,0,3.6
0,0,0.36,0.2,0,0,0.388889,1,1,0,0,0,0,3.9
0,0,0.249,0.155,0,0,0.236486,2,4,0,0,0,0,1.8
0,0,0.216,0.133,0,0,0.518519,3,1,0,0,0,0,3.1
1,0,1.16,0.74,0,0,0.752688,1,2,0,0,0,0,4.3
0,0,0.36,0.22,0,0,0.615385,3,1,0,0,1,0,3.2
0,0,0.278,0.162,0,0,0.4,5,2,0,0,0,0,1.8
0,0,0.32,0.23,0,0,0.744828,2,2,0,0,0,0,4.3
0,0,0.288,0.206,0,0,0.747826,2,2,0,0,0,0,3.2
0,0,0.483,0.341,0,0,0.746667,2,1,0,0,1,0,4.3
0,0,0.312,0.227,0,0,0.631579,2,2,0,0,0,0,10.6
0,0,0.297,0.222,0,0,0.574468,1,1,0,0,0,1,3.2
0,0,0.344,0.344,0,0,0.7,1,2,0,0,0,1,3.2
0,0,0.362,0.262,0,0,0.490196,2,2,0,0,0,0,3.1
0,0,0.285,0.285,0,0,0.586797,2,2,0,0,0,0,4.3
0,0,0.323,0.264,0,0,0.75,2,1,0,0,0,0,3.2
0,0,0.404,0.179,0,0,0.799145,1,1,0,0,1,0,3.2
0,1,0.316,0.215,1,0,0.896226,1,2,0,0,0,0,3.1
0,0,0.288,0.288,0,0,0.740741,4,2,0,0,0,1,3.2
0,0,0.358,0.316,0,0,0.6875,1,2,0,0,0,0,3.2
0,0,0.29,0.29,0,0,0.74,1,1,0,0,0,0,3.9
0,0,0.35,0.31,1,0,0.900901,2,2,0,0,0,0,3.9
0,0,0.34,0.23,0,0,0.775758,2,1,1,0,0,0,3.9
0,0,0.36,0.3,0,0,0.745455,1,2,0,0,0,0,3.1
1,0,0.27,0.22,0,0,0.72561,6,2,1,0,0,0,10.6
1,1,0.45,0.29,1,0,0.887805,6,2,1,0,0,0,2
0,0,0.32,0.22,1,0,0.85,6,4,0,0,0,0,1.8
0,0,0.33,0.31,0,0,0.785714,1,2,0,0,0,1,3.1
0,0,0.46,0.3,1,0,0.851613,6,2,1,0,0,0,3.2
0,0,0.35,0.35,1,0,0.802198,1,2,0,0,0,1,1.8
0,0,0.35,0.31,0,0,0.774194,6,2,0,0,0,1,3.2
0,0,0.39,0.28,0,0,0.698413,1,2,0,0,1,0,4.3
0,0,0.46,0.31,0,0,0.615385,2,2,0,0,0,0,3.9
0,0,0.38,0.26,0,0,0.790698,1,2,0,0,0,0,1.8
0,0,0.27,0.27,1,0,0.8,2,2,0,0,0,0,3.9
0,0,0.38,0.31,0,0,0.78806,2,1,0,0,0,0,1.8
0,0,0.22,0.21,0,0,0.451613,1,1,0,0,0,0,2
0,0,0.38,0.29,1,0,0.845161,2,2,0,0,0,1,3.2
0,0,0.37,0.28,0,0,0.684211,1,2,0,0,0,0,3.1
0,0,0.37,0.32,1,0,0.853846,1,2,0,0,0,0,3.9
0,0,0.28,0.28,0,0,0.76,2,1,0,0,0,0,1.8
0,0,0.25,0.21,0,0,0.692308,1,2,0,0,0,1,3.1
0,0,0.26,0.23,0,0,0.208333,1,1,0,0,0,0,3.2
0,0,0.27,0.22,1,0,0.9375,1,2,0,0,0,0,4.3
0,0,0.38,0.31,0,0,0.715385,1,1,0,0,0,1,3.2
0,0,0.35,0.32,0,0,0.751515,1,2,0,0,0,0,2
0,0,0.25,0.23,0,0,0.798246,5,1,0,0,0,0,3.2
0,0,0.38,0.32,0,0,0.796262,2,1,0,0,0,0,3.9
0,0,0.37,0.22,1,0,0.875,1,1,0,0,0,0,1.8
0,0,0.27,0.26,0,0,0.62069,2,1,0,0,0,1,3.9
0,0,0.24,0.22,0,0,0.787565,2,2,0,0,0,0,3.2
0,0,0.36,0.27,0,0,0.675,1,4,0,0,0,0,10.6
0,0,0.23,0.23,0,0,0.619469,1,1,0,0,0,1,1.8
0,0,0.33,0.31,0,0,0.713333,1,2,0,0,0,0,10.6
0,0,0.28,0.28,0,0,0.6,1,1,0,0,1,0,3.2
0,0,0.33,0.18,0,0,0.757576,3,1,0,0,0,1,3.1
1,0,0.37,0.29,0,1,0.953333,3,2,0,1,1,1,4.3
0,0,0.32,0.24,1,0,0.918519,2,2,0,0,0,0,3.2
0,0,0.27,0.27,0,0,0.696721,1,2,0,0,0,1,3.9
0,0,0.28,0.28,0,1,0.951389,1,2,0,0,0,0,4.3
0,0,0.39,0.3,0,1,0.952381,1,2,0,0,0,0,3.1
0,0,0.38,0.31,1,0,0.938931,5,2,0,0,0,0,3.2
0,0,0.38,0.34,1,0,0.8,1,1,0,0,0,0,10.6
1,0,0.38,0.31,1,0,0.947826,1,2,0,1,0,1,3.2
1,1,0.3,0.25,1,0,0.904,6,2,0,0,0,0,2
0,1,0.39,0.25,1,0,0.857143,6,2,0,0,0,0,2
0,0,0.34,0.22,0,0,0.63197,1,2,0,0,0,0,3.1
0,0,0.19,0.17,0,0,0.340426,1,2,0,0,1,0,3.2
0,0,0.34,0.26,0,0,0.575385,6,3,1,0,0,0,3.1
0,0,0.33,0.32,0,0,0.518135,1,2,0,0,0,1,3.2
0,0,0.31,0.19,0,0,0.75,5,2,0,0,1,0,4.3
0,1,0.29,0.28,1,0,0.8,1,2,0,0,0,0,3.9
0,0,0.2,0.2,0,0,0.409357,4,2,0,0,0,0,3.2
0,0,0.45,0.34,0,0,0.545455,5,2,0,0,0,0,3.2
0,0,0.32,0.27,0,0,0.788889,1,2,0,0,0,0,3.2
0,0,0.2,0.09,0,0,0.777778,1,1,0,0,1,0,3.2
0,0,0.27,0.19,0,0,0.796512,1,1,0,0,1,0,3.2
0,0,0.13,0.11,0,0,0.354167,1,2,0,0,0,0,1.8
0,0,0.15,0.07,1,0,0.857143,1,1,0,0,1,0,1.8
0,0,0.1,0.02,1,0,0.8,1,1,0,0,1,0,3.2
0,0,0.38,0.24,0,0,0.562914,1,2,0,0,0,0,10.6
0,0,0.22,0.13,0,0,0.793814,1,1,0,0,0,0,3.9
0,0,0.22,0.21,0,0,0.603352,1,1,0,0,1,0,4.3
0,0,0.13,0.12,1,0,0.8,1,2,0,0,1,0,3.2
0,0,0.07,0.04,0,0,0.512195,1,1,0,0,0,1,3.9
1,0,0.36,0.3,0,0,0.591054,1,1,0,0,0,1,3.1
1,0,0.36,0.3,0,0,0.591054,1,1,0,0,0,1,3.1
0,0,0.2465,0.2447,0,0,0.795652,1,1,0,0,0,0,3.2
0,0,0.219,0.169,0,0,0.581818,1,1,0,0,0,0,3.9
1,0,0.313,0.214,1,0,0.942857,5,2,0,1,0,0,3.9
0,0,0.377,0.289,0,0,0.753012,1,1,0,0,1,0,10.6
0,0,0.121,0.074,0,0,0.767123,1,1,0,0,1,1,1.8
0,0,0.319,0.28,0,0,0.754098,1,1,0,0,0,0,3.2
0,0,0.357,0.279,0,0,0.697761,1,2,0,0,0,0,4.3
0,0,0.378,0.214,0,0,0.761468,1,1,0,0,1,0,3.2
0,0,0.293,0.203,1,0,0.897727,1,2,0,0,0,0,4.3
0,0,0.381,0.297,0,0,0.771812,1,2,0,0,0,0,4.3
0,0,0.233,0.2,0,0,0.685976,1,1,0,0,0,1,3.2
0,0,0.287,0.271,0,0,0.555556,1,1,0,0,0,1,2
0,0,0.245,0.213,0,0,0.704225,1,3,0,0,1,0,3.2
0,0,0.295,0.214,1,0,0.897436,2,2,0,0,0,0,10.6
0,0,0.393,0.188,0,0,0.766423,1,2,0,0,0,0,3.2
0,0,0.33,0.29,0,0,0.649351,5,2,0,0,0,0,3.1
0,0,0.298,0.259,0,0,0.178571,1,2,0,0,0,0,3.2
0,0,0.403,0.344,0,0,0.798107,1,1,0,0,0,0,3.2
0,0,0.386,0.301,1,0,0.862069,1,2,0,0,0,0,3.2
1,1,0.382,0.223,1,0,0.95,6,2,0,0,0,1,3.2
0,0,0.352,0.267,0,0,0.627615,1,1,0,0,0,0,3.2
0,0,0.306,0.206,0,0,0.571429,1,2,0,0,0,1,3.2
0,0,0.4001,0.3113,0,0,0.767045,1,2,0,0,0,0,2
0,0,0.27,0.232,1,0,0.944882,1,2,0,0,0,0,3.1
0,0,0.385,0.23,1,0,0.800539,1,2,0,0,0,0,3.2
0,0,0.212,0.177,1,0,0.875486,1,2,0,0,0,0,3.2
0,0,0.175,0.11,0,0,0.790541,2,1,0,0,0,0,3.1
0,0,0.2996,0.2764,0,0,0.42963,1,2,0,0,0,1,4.3
0,0,0.258,0.252,0,0,0.75,1,1,0,0,0,0,3.9
0,0,0.266,0.261,0,0,0.411523,1,1,0,0,0,0,2
0,0,0.243,0.155,0,0,0.584362,1,1,0,0,0,1,3.2
0,0,0.155,0.133,1,0,0.8,5,1,0,0,0,0,3.2
0,0,0.3,0.125,1,0,0.8,2,1,0,0,0,0,5.3
0,0,0.399,0.312,0,0,0.574713,1,3,0,0,0,0,3.9
0,0,0.2474,0.2278,0,0,0.797357,1,2,0,0,0,1,3.9
0,1,0.395,0,0,0,0.784314,5,1,0,0,1,0,1.8
0,0,0.36,0.2,1,0,0.8,1,2,0,0,0,1,2
1,0,0.43,0.43,0,0,0.642317,1,1,0,0,1,0,3.1
0,0,0.39,0.19,1,0,0.8,1,1,0,0,0,0,5.3
0,0,0.33,0.27,0,0,0.758621,1,2,0,0,0,0,3.2
0,0,0.35,0.2,0,0,0.62069,1,1,0,0,1,0,10.6
0,0,0.33,0.26,1,0,0.8,2,2,0,0,0,0,2
0,0,0.43,0.32,0,0,0.316092,1,2,0,0,0,0,4.3
0,0,0.29,0.28,0,0,0.625,1,2,0,0,0,1,3.1
0,0,0.28,0.24,0,0,0.783582,1,2,0,0,0,0,3.2
