spell,censor1,censor2,censor3,censor4,ui,reprate,logwage,tenure,disrate,slack,abolpos,explose,stateur,houshead,married,female,child,ychild,nonwhite,age,schlt12,schgt12,smsa,bluecoll,mining,constr,transp,trade,fire,services,pubadmin,year85,year87,year89,midatl,encen,wncen,southatl,escen,wscen,mountain,pacific
5,0,0,0,1,1,.5,5.46806,0,.1,1,0,1,6.9000001,0,0,0,0,0,0,23,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,1,0,0,0,0,.221,6.4488893,35,.044,0,1,1,6.9000001,1,1,0,1,0,0,58,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0,0,0,1,0,.5,5.0625949,5,.1,1,0,1,6.9000001,1,1,0,0,0,1,48,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,1,0,0,0,1,.25299999,6.3153582,3,.050999999,1,0,0,6.9000001,1,0,0,1,1,0,28,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,0,0,0,0,1,.46599999,5.7037826,11,.093000002,1,0,0,6.9000001,1,0,1,0,0,1,52,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,.5,5.0625949,5,.1,0,0,1,6.9000001,0,1,1,1,1,0,37,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5,0,0,1,0,1,.34,6.0185933,10,.068000004,1,0,0,6.9000001,1,0,0,0,0,0,33,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,0,0,1,0,1,.59100002,5.46806,2,.082999997,1,0,1,7.5,1,0,0,0,0,0,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,.42699999,5.8522024,14,.057,1,0,0,7.5,1,1,0,0,0,0,47,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,1,1,.59100002,5.46806,1,.082999997,1,0,0,7.5,1,1,0,1,1,0,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,1,0,1,.336,6.09131,5,.045000002,0,0,0,7.5,1,1,0,1,0,0,36,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1,0,1,.537,5.6240177,1,.071000002,1,0,0,7.5,1,1,0,1,0,0,38,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,1,.59100002,5.3981628,3,.089000002,1,0,0,7.5,0,1,1,1,0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,1,.59100002,4.9558272,0,.139,0,1,0,7.5,0,1,1,1,1,0,22,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,1,0,1,.59100002,5.1590552,0,.114,1,0,1,7.5,1,0,1,0,0,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,1,1,.41800001,5.8749309,2,.056000002,0,0,1,7.5,1,1,0,0,0,0,50,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,1,1,.59100002,5.2882671,3,.1,0,0,1,7.5,0,1,1,0,0,0,49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,1,1,.59100002,5.2882671,3,.1,1,0,1,7.5,0,1,0,1,0,0,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,1,1,.52200001,5.6489744,0,.068999998,1,0,0,7.5,1,1,0,1,1,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,0,0,0,1,.551,5.5947113,11,.072999999,0,0,1,7.5,1,0,1,0,0,0,40,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,1,0,.59100002,5.0625949,0,.125,1,0,1,7.5,1,0,1,1,0,0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,.48100001,5.7333412,3,.064000003,0,0,1,7.5,1,1,0,0,0,0,51,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,1,0,1,.25099999,6.3851943,2,.033,1,0,0,7.5,1,1,0,1,0,0,38,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,0,0,0,1,.442,5.817111,1,.059,0,0,1,7.5,0,1,1,1,0,0,32,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,1,1,.59100002,5.2882671,7,.1,1,0,1,7.5,1,0,0,0,0,1,47,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,1,0,.35800001,6.0282784,5,.048,1,0,0,7.5,0,0,0,0,0,0,28,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,1,1,.39300001,6.3153582,0,.003,1,0,1,2.8,1,0,0,0,0,1,61,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,0,0,1,1,.30599999,6.5666723,0,.0020000001,1,0,1,2.8,0,0,0,0,0,1,54,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,1,0,0,.51999998,5.9788857,0,.0040000002,1,0,0,2.8,1,0,0,0,0,0,23,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,1,0,0,0,1,.51999998,5.9788857,2,.0040000002,1,0,0,2.8,0,1,1,0,0,0,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,1,1,.51999998,5.2470241,0,.0080000004,0,0,1,2.8,1,0,0,0,0,1,56,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,1,0,1,.5,6.075346,8,.0040000002,0,0,1,2.8,1,1,0,1,1,1,41,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,0,0,0,.51999998,5.46806,0,.0070000002,0,0,1,2.8,1,1,0,0,0,1,31,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,0,0,0,1,1,.5,6.075346,6,.0040000002,0,0,1,2.8,1,1,0,1,0,1,36,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,0,0,0,.36700001,6.3851943,1,.003,1,0,0,2.8,0,0,1,0,0,0,25,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,1,1,.51999998,5.7807436,8,.0049999999,0,1,1,2.8,1,1,0,1,1,1,31,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,.458,6.1612072,0,.003,0,0,0,2.8,1,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8,0,0,0,1,1,.51999998,5.46806,7,.0070000002,1,0,0,2.8,1,0,1,0,0,1,26,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,.51999998,5.8749309,4,.0040000002,1,0,1,2.8,1,0,0,0,0,1,55,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,0,0,0,1,1,.384,6.3153582,7,.077,1,0,1,8.5,1,1,0,0,0,0,48,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,1,0,.60100001,5.46806,0,.12,1,0,0,8.5,1,1,0,1,0,0,26,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,1,1,.60100001,5.5947113,6,.12,0,1,0,8.5,1,1,0,1,0,0,60,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,1,.60100001,5.32301,0,.12,1,0,0,8.5,0,0,0,0,0,0,22,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,1,1,.60100001,5.1119876,8,.12,1,0,0,8.5,1,1,1,0,0,0,54,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,1,0,0,1,.60100001,5.7557421,10,.12,0,0,0,8.5,0,1,1,0,0,0,57,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,1,.60100001,5.46806,1,.12,1,0,0,8.5,0,1,1,0,0,0,33,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,1,1,.60100001,5.0625949,5,.12,1,0,1,8.5,0,0,1,0,0,0,34,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,1,1,.60100001,5.6240177,3,.12,1,0,1,8.5,0,1,1,0,0,0,26,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,1,.60100001,5.7557421,1,.12,0,0,0,8.5,0,0,0,0,0,0,30,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,.60100001,5.5333896,2,.12,0,0,1,8.5,1,1,0,1,1,0,27,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,1,.375,6.075346,0,.18700001,1,0,1,6.1000004,1,1,0,1,0,0,49,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,0,0,1,0,1,.412,5.9788857,0,.206,1,0,1,6.1000004,1,1,0,0,0,0,55,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,0,0,.5,5.46806,1,.25,1,0,0,6.1000004,1,1,0,1,1,0,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,0,1,1,.412,5.9788857,2,.206,1,0,1,6.1000004,0,0,0,0,0,0,36,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,0,0,1,.5,5.7557421,5,.25,0,0,1,6.1000004,1,1,0,1,1,0,36,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,1,1,.5,5.46806,3,.25,0,0,0,6.1000004,1,1,0,1,0,0,41,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,.5,5.2882671,2,.25,1,0,1,6.1000004,1,1,0,1,0,0,35,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0,0,0,1,1,.5,5.6240177,1,.25,0,0,0,6.1000004,1,1,0,1,1,0,25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6,0,0,0,1,0,.5,5.5947113,0,.25,1,0,1,6.1000004,0,0,0,1,0,0,24,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,0,.5,4.8362818,0,.25,0,0,1,6.1000004,1,0,1,0,0,0,32,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,1,.5,5.1817837,1,.25,0,0,0,6.1000004,1,1,0,1,1,0,27,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,0,0,1,.5,5.2882671,2,.25,1,0,0,6.1000004,1,1,0,1,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,0,0,1,.458,5.8749309,3,.229,0,0,1,6.1000004,1,0,1,0,0,0,51,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,0,1,0,1,.5,5.5490761,10,.25,1,0,1,6.1000004,1,0,0,0,0,0,31,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,0,.5,5.46806,0,.25,1,0,1,6.1000004,0,0,0,0,0,0,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0,0,1,0,1,.41600001,5.2882671,6,.082999997,0,1,1,7.2000003,0,1,1,0,0,0,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,1,1,.30500001,6.075346,2,.061000001,1,0,0,7.2000003,1,0,1,0,0,0,60,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,1,.41600001,5.5645204,0,.082999997,1,0,1,7.2000003,1,1,0,0,0,0,49,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,1,.31999999,6.0282784,9,.064000003,1,0,0,7.2000003,0,0,0,0,0,0,52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,1,1,.41600001,5.6240177,0,.082999997,1,0,0,7.2000003,0,0,0,0,0,0,27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,.26499999,6.2186003,5,.052999999,0,1,1,7.2000003,1,1,1,0,0,0,34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,.28,6.1612072,3,.056000002,0,1,1,7.2000003,0,1,0,0,0,0,49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,1,1,.23999999,6.3153582,0,.048,1,0,0,7.2000003,1,1,0,1,1,0,26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,1,1,.168,6.6720328,1,.034000002,1,0,1,7.2000003,1,0,0,0,0,0,54,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,1,1,.26699999,6.2105999,5,.052999999,0,0,0,7.2000003,0,1,1,1,1,0,27,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,1,1,.198,6.5102582,1,.039999999,1,0,0,7.2000003,0,1,0,0,0,0,45,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,0,0,0,1,.292,6.1180973,3,.057999998,1,0,1,7.2000003,1,0,0,0,0,0,37,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,1,1,.41600001,5.7557421,15,.082999997,0,0,0,7.2000003,1,0,1,0,0,0,55,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,1,.41600001,5.5333896,1,.082999997,1,0,0,7.2000003,1,0,1,1,1,0,30,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,1,.41600001,5.3981628,1,.082999997,1,0,0,7.2000003,0,0,0,0,0,0,29,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,1,1,.23999999,6.3153582,5,.048,0,1,1,7.2000003,1,1,0,1,1,0,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,1,1,.41600001,5.7557421,4,.082999997,1,0,0,7.2000003,1,0,0,0,0,0,43,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,1,.336,5.9788857,5,.067000002,1,0,1,7.2000003,0,0,1,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,1,0,.23,6.3578424,12,.046,0,1,0,7.2000003,1,1,1,1,1,0,41,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,0,0,0,1,.41600001,5.6240177,3,.082999997,1,0,0,7.2000003,1,0,0,0,0,0,26,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,1,.168,6.6720328,2,.034000002,1,0,0,7.2000003,1,1,0,0,0,0,34,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,.41600001,5.2882671,3,.082999997,0,0,1,7.2000003,0,1,1,1,0,0,38,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1,0,1,.41600001,5.46806,1,.082999997,1,0,1,7.2000003,1,1,0,1,0,0,44,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,1,1,.30500001,6.075346,3,.061000001,1,0,0,7.2000003,1,1,1,1,0,0,52,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,1,.336,5.9788857,1,.067000002,1,0,0,7.2000003,0,1,0,1,0,0,49,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,1,1,.18000001,6.605298,18,.035999998,1,0,0,7.2000003,1,1,0,1,1,0,35,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1,0,1,.336,5.9788857,5,.067000002,0,0,1,7.2000003,1,1,0,1,0,0,45,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,.33000001,6.1612072,3,.198,0,0,0,4.0999999,1,0,0,0,0,0,24,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,0,0,0,1,1,.40000001,5.46806,13,.23999999,0,0,0,4.0999999,1,0,0,0,0,0,33,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,0,0,0,0,.40000001,5.0625949,0,.23999999,1,0,0,4.0999999,1,1,0,1,1,0,32,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,.40000001,4.9272537,1,.23999999,0,1,1,4.0999999,1,1,0,0,0,1,20,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6,0,0,0,1,0,.40000001,5.46806,20,.23999999,0,1,0,4.0999999,1,1,1,0,0,0,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0,0,.40000001,5.6240177,0,.23999999,0,0,1,4.0999999,0,0,1,0,0,0,43,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,1,0,0,0,1,.40000001,5.894403,3,.23999999,0,1,0,4.0999999,1,1,0,0,0,0,27,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,1,0,0,.36000001,6.075346,0,.21600001,0,1,0,4.0999999,0,0,0,0,0,1,22,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,0,0,0,.5,4.9272537,1,.15000001,1,0,0,6.1999998,0,0,1,0,0,1,31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,1,1,.5,5.6240177,0,.15000001,1,0,0,6.1999998,0,1,1,1,1,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,1,1,.5,5.6240177,5,.15000001,1,0,1,6.1999998,0,0,0,0,0,0,27,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,0,0,1,1,.5,5.46806,1,.15000001,1,0,1,6.1999998,0,0,0,0,0,0,26,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,0,0,0,1,1,.5,5.5333896,1,.15000001,1,0,0,6.1999998,1,0,1,0,0,0,31,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,.46900001,5.9375362,1,.141,1,0,0,6.1999998,1,1,0,0,0,1,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,1,0,1,.5,5.1357985,0,.15000001,1,0,0,6.1999998,0,0,1,0,0,0,32,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,0,0,0,1,1,.38100001,6.1441855,6,.114,0,0,0,6.1999998,0,1,0,0,0,0,34,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,0,0,0,1,1,.5,5.6240177,10,.15000001,1,0,0,6.1999998,0,1,0,0,0,0,30,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,0,0,0,1,1,.5,5.2040067,1,.15000001,1,0,0,6.1999998,0,0,0,0,0,0,34,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,1,0,0,.40900001,6.075346,2,.123,0,1,1,6.1999998,1,1,0,1,1,0,40,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23,0,0,0,1,1,.5,5.3981628,2,.15000001,1,0,0,6.1999998,1,1,0,0,0,0,56,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,1,0,1,.22499999,6.6720328,2,.068000004,0,0,0,6.1999998,1,0,0,0,0,0,30,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,0,0,1,0,0,.5,5.3981628,1,.15000001,0,1,0,6.1999998,1,0,1,0,0,0,32,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,0,1,1,.5,5.6240177,2,.15000001,1,0,0,6.1999998,1,1,0,0,0,0,40,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,0,1,0,1,.5,5.7557421,1,.15000001,1,0,1,6.1999998,0,0,1,1,1,1,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,0,0,0,0,.40400001,5.8749309,4,.033,1,0,0,6.3999996,0,1,0,0,0,0,42,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,1,1,.433,5.8051348,3,.035999998,1,0,1,6.3999996,0,1,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,0,.57800001,5.0106354,4,.079000004,1,0,0,6.3999996,1,1,1,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,1,1,.57800001,4.7791233,2,.1,0,1,1,6.3999996,1,0,0,1,0,0,43,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,1,.40400001,5.8749309,13,.033,0,1,1,6.3999996,1,1,0,1,1,0,37,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,0,0,1,0,1,.51999998,5.6240177,5,.043000001,0,0,1,6.3999996,0,1,1,1,0,0,39,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,1,0,0,.57800001,5.46806,0,.050000001,0,0,1,6.3999996,1,1,0,1,1,0,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,1,1,.40799999,5.8636312,0,.034000002,1,0,1,6.3999996,1,1,0,1,1,0,38,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,1,1,.40400001,5.8749309,2,.033,1,0,0,6.3999996,1,0,0,0,0,0,22,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,1,.5,5.7557421,0,.25,1,0,1,5.0999999,1,1,0,1,0,0,36,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,0,0,1,0,1,.2,6.6720328,3,.1,1,0,0,5.0999999,1,0,0,0,0,0,61,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,0,0,1,0,1,.28600001,6.3153582,2,.14300001,0,1,1,5.0999999,1,1,0,1,0,0,42,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13,0,0,0,1,0,.51999998,5.1817837,1,.25999999,1,0,0,5.0999999,1,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,0,0,0,1,0,.51999998,4.7791233,0,.25999999,1,0,1,5.0999999,0,0,0,0,0,0,20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,0,.51999998,5.2882671,0,.25999999,1,0,0,5.0999999,1,0,0,0,0,0,27,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,0,0,1,.34400001,6.1312265,5,.17200001,0,0,1,5.0999999,1,0,0,0,0,0,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0,0,1,0,1,.345,6.1268692,0,.17200001,1,0,1,5.0999999,0,0,0,1,0,0,28,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,0,0,0,1,1,.333,6.1612072,0,.167,1,0,1,5.0999999,1,1,0,1,0,0,42,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,0,0,0,1,1,.5,5.7557421,0,.25,1,0,1,5.0999999,1,1,0,0,0,0,46,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,1,1,.51999998,5.6240177,0,.25999999,0,1,1,5.0999999,0,1,0,1,1,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,0,0,0,0,1,.51999998,5.46806,6,.25999999,1,0,1,5.0999999,1,1,0,1,1,1,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,0,0,0,.51999998,5.2522736,1,.13,1,0,1,6.7000003,1,1,0,1,0,0,26,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5,0,0,0,1,0,.51999998,5.3518581,4,.13,1,0,0,6.7000003,0,1,1,1,1,0,26,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
21,0,1,0,0,0,.175,6.947937,10,.044,1,0,0,6.7000003,1,1,0,1,1,0,43,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7,0,1,0,0,1,.51999998,5.3798971,4,.13,0,0,1,6.7000003,1,1,0,1,0,0,28,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
