"ID","Item"
1536,"talib kweli"
1537,"danny elfman"
1537,"bryan adams"
1537,"the killers"
1537,"the fratellis"
1537,"blink-182"
1537,"sum 41"
1537,"placebo"
1537,"good charlotte"
1537,"oasis"
1537,"fall out boy"
1537,"simple plan"
1537,"jason mraz"
1537,"coldplay"
1537,"pink"
1537,"keane"
1537,"new found glory"
1537,"maroon 5"
1537,"kasabian"
1537,"the verve"
1537,"kaiser chiefs"
1537,"the used"
1537,"paramore"
1537,"katy perry"
1537,"green day"
1537,"story of the year"
1537,"44"
1537,"avenged sevenfold"
1537,"my chemical romance"
1537,"third eye blind"
1537,"incubus"
1537,"the bravery"
1537,"goldfinger"
1537,"billy talent"
1537,"the all-american rejects"
1540,"amy winehouse"
1540,"alicia keys"
1540,"lily allen"
1540,"diana krall"
1540,"jamiroquai"
1540,"nina simone"
1540,"pulp"
1540,"damien rice"
1540,"norah jones"
1540,"kate nash"
1540,"travis"
1540,"the beatles"
1540,"mika"
1540,"the cranberries"
1540,"blur"
1540,"joss stone"
1540,"feist"
1540,"prince"
1540,"architecture in helsinki"
1540,"justice"
1540,"kings of convenience"
1540,"beyonce"
1540,"the flaming lips"
1540,"justin timberlake"
1541,"pet shop boys"
1541,"the knife"
1541,"daft punk"
1541,"the beatles"
1541,"placebo"
1541,"calexico"
1541,"snow patrol"
1541,"the chemical brothers"
1541,"girls aloud"
1541,"air"
1541,"scissor sisters"
1541,"belle and sebastian"
1541,"battles"
1541,"antony and the johnsons"
1541,"cocorosie"
1541,"royksopp"
1541,"fischerspooner"
1541,"rammstein"
1541,"justice"
1541,"madonna"
1541,"the rolling stones"
1541,"r.e.m."
1541,"queens of the stone age"
1541,"of montreal"
1541,"deep purple"
1541,"gorillaz"
1541,"my chemical romance"
1541,"blur"
1541,"the beach boys"
1541,"boards of canada"
1541,"kylie minogue"
1541,"michael jackson"
1545,"die toten hosen"
1545,"peter fox"
1545,"rise against"
1545,"linkin park"
1545,"system of a down"
1545,"nirvana"
1545,"slipknot"
1545,"jack johnson"
1545,"bohse onkelz"
1545,"die Arzte"
1545,"volbeat"
1545,"red hot chili peppers"
1545,"t.i."
1546,"the blood brothers"
1546,"queens of the stone age"
1546,"coheed and cambria"
1546,"andrew bird"
1546,"siouxsie and the banshees"
1546,"ulver"
1546,"blonde redhead"
1546,"tool"
1546,"incubus"
1546,"lady gaga"
1546,"kylie minogue"
1546,"cocteau twins"
1546,"boards of canada"
1546,"neko case"
1546,"kate bush"
1546,"devendra banhart"
1546,"eagles of death metal"
1546,"m.i.a."
1546,"sia"
1546,"opeth"
1546,"brand new"
1546,"elvis costello"
1546,"dead can dance"
1546,"burial"
1546,"vampire weekend"
1546,"enya"
1548,"kylie minogue"
1548,"cascada"
1548,"coldplay"
1548,"lady gaga"
1548,"backstreet boys"
1548,"mariah carey"
1548,"dimmu borgir"
1548,"t.a.t.u."
1548,"abba"
1548,"rihanna"
1548,"sum 41"
1548,"all time low"
1548,"groove coverage"
1548,"ne-yo"
1548,"sia"
1548,"silverchair"
1548,"jordin sparks"
1548,"katy perry"
1548,"chris brown"
1549,"chimaira"
1549,"as i lay dying"
1549,"caliban"
1549,"parkway drive"
1549,"machine head"
1549,"hatebreed"
1549,"all shall perish"
1549,"killswitch engage"
1549,"system of a down"
1549,"trivium"
1549,"slipknot"
1549,"lamb of god"
1549,"bring me the horizon"
1549,"opeth"
1549,"slayer"
1549,"fear factory"
1549,"children of bodom"
1549,"sepultura"
1549,"rammstein"
1549,"avenged sevenfold"
1549,"soulfly"
1549,"bullet for my valentine"
1549,"the black dahlia murder"
1549,"ill nino"
1549,"napalm death"
1551,"jamiroquai"
1551,"avenged sevenfold"
1551,"alter bridge"
1551,"alicia keys"
1551,"gentleman"
1551,"tool"
1551,"papa roach"
1551,"seether"
1551,"dmx"
1551,"metallica"
1551,"adema"
1551,"limp bizkit"
1551,"audioslave"
1551,"oasis"
1551,"pearl jam"
1551,"bush"
1551,"in flames"
1551,"ko<U+042F>n"
1551,"slipknot"
1551,"thievery corporation"
1551,"santana"
1551,"godsmack"
1551,"mary j. blige"
1551,"christina aguilera"
1551,"dream theater"
1551,"iron maiden"
1551,"linkin park"
1551,"bullet for my valentine"
1551,"ill nino"
1551,"incubus"
1551,"alice in chains"
1552,"m.i.a."
1552,"beastie boys"
1552,"the chemical brothers"
1552,"o.s.t.r."
1552,"rjd2"
1552,"michael jackson"
1552,"the roots"
1552,"depeche mode"
1552,"fatboy slim"
1552,"the herbaliser"
1552,"massive attack"
1552,"james brown"
1552,"faithless"
1552,"goldfrapp"
1552,"the beatles"
1552,"jamiroquai"
1552,"royksopp"
1552,"the verve"
1552,"sean paul"
1552,"a-ha"
1552,"hot chip"
1552,"bonobo"
1552,"dj shadow"
1552,"missy elliott"
1552,"the streets"
1553,"radiohead"
1553,"bob marley"
1553,"rufus wainwright"
1553,"ani difranco"
1553,"death cab for cutie"
1553,"fatboy slim"
1553,"talking heads"
1553,"dinosaur jr."
1553,"ben folds five"
1553,"john mayer"
1553,"amy winehouse"
1553,"neutral milk hotel"
1553,"the decemberists"
1553,"grateful dead"
1553,"corinne bailey rae"
1553,"the beatles"
1553,"neil young"
1553,"vangelis"
1553,"badly drawn boy"
1553,"cake"
1553,"philip glass"
1553,"aimee mann"
1553,"beck"
1553,"bjork"
1553,"soundtrack"
1553,"cocteau twins"
1553,"nine inch nails"
1553,"led zeppelin"
1553,"moby"
1553,"bob dylan"
1553,"cypress hill"
1553,"the smashing pumpkins"
1553,"nina simone"
1553,"the pogues"
1553,"cat power"
1553,"the postal service"
1553,"joanna newsom"
1554,"the corrs"
1554,"jamiroquai"
1554,"amy macdonald"
1554,"beirut"
1554,"flight of the conchords"
1554,"the offspring"
1554,"infected mushroom"
1554,"ko<U+042F>n"
1554,"the prodigy"
1554,"rihanna"
1554,"ben harper"
1554,"madonna"
1554,"mika"
1554,"morcheeba"
1554,"dj shadow"
1554,"cypress hill"
1554,"slipknot"
1554,"air"
1554,"daft punk"
1554,"david guetta"
1554,"sepultura"
1554,"rjd2"
1554,"boys noize"
1554,"gojira"
1554,"the chemical brothers"
1554,"black eyed peas"
1554,"phil collins"
1556,"neutral milk hotel"
1556,"the shins"
1556,"my bloody valentine"
1556,"sufjan stevens"
1556,"the beatles"
1556,"belle and sebastian"
1556,"the mountain goats"
1556,"dinosaur jr."
1556,"of montreal"
1556,"guided by voices"
1556,"camera obscura"
1556,"stars"
1556,"beirut"
1556,"joanna newsom"
1556,"the magnetic fields"
1556,"abba"
1556,"pavement"
1556,"blur"
1556,"architecture in helsinki"
1556,"cat power"
1556,"andrew bird"
1556,"mirah"
1556,"animal collective"
1556,"the beach boys"
1556,"elliott smith"
1556,"nirvana"
1556,"pixies"
1557,"moonspell"
1557,"nine inch nails"
1557,"ac/dc"
1557,"the prodigy"
1557,"anathema"
1557,"ko<U+042F>n"
1557,"the gathering"
1557,"ozzy osbourne"
1557,"megadeth"
1557,"opeth"
1557,"type o negative"
1557,"slayer"
1557,"tiamat"
1558,"frank zappa"
1558,"charlie parker"
1558,"the beatles"
1558,"lou reed"
1558,"miles davis"
1558,"jimi hendrix"
1558,"the rolling stones"
1558,"cream"
1558,"the jimi hendrix experience"
1558,"eric clapton"
1558,"led zeppelin"
1558,"grateful dead"
1558,"bob dylan"
1558,"joni mitchell"
1558,"bob marley & the wailers"
1559,"katatonia"
1559,"slayer"
1559,"riverside"
1559,"anathema"
1559,"all that remains"
1559,"my dying bride"
1559,"alanis morissette"
1559,"the dillinger escape plan"
1559,"scar symmetry"
1559,"heaven shall burn"
1559,"paradise lost"
1559,"samael"
1559,"the cure"
1559,"coheed and cambria"
1559,"poets of the fall"
1559,"amorphis"
1559,"alter bridge"
1559,"bloodbath"
1559,"moonspell"
1559,"tenacious d"
1559,"pain"
1559,"blackfield"
1559,"opeth"
1559,"soilwork"
1559,"def leppard"
1559,"good charlotte"
1559,"enter shikari"
1562,"kmfdm"
1562,"rage against the machine"
1562,"crystal castles"
1562,"nofx"
1562,"weezer"
1562,"marilyn manson"
1562,"ko<U+042F>n"
1562,"the used"
1562,"finch"
1562,"queens of the stone age"
1562,"coheed and cambria"
1562,"muse"
1562,"sublime"
1562,"nirvana"
1562,"tenacious d"
1562,"the prodigy"
1562,"30 seconds to mars"
1562,"alanis morissette"
1562,"green day"
1562,"foo fighters"
1562,"brand new"
1562,"from first to last"
1563,"michael buble"
1563,"alicia keys"
1563,"amy winehouse"
1563,"britney spears"
1563,"katy perry"
1563,"natasha bedingfield"
1563,"backstreet boys"
1563,"duffy"
1563,"norah jones"
1563,"lily allen"
1563,"kylie minogue"
1563,"u2"
1563,"fergie"
1563,"rihanna"
1563,"beyonce"
1563,"jennifer lopez"
1563,"spice girls"
1563,"colbie caillat"
1563,"jason mraz"
1563,"lady gaga"
1563,"linkin park"
1563,"james morrison"
1563,"sugababes"
1563,"cobra starship"
1563,"black eyed peas"
1563,"lifehouse"
1563,"nelly furtado"
1563,"james blunt"
1563,"maroon 5"
1564,"saves the day"
1564,"the beatles"
1564,"the beach boys"
1564,"alkaline trio"
1564,"less than jake"
1564,"afi"
1564,"rancid"
1564,"blink-182"
1564,"anti-flag"
1564,"the magnetic fields"
1564,"against me!"
1564,"new found glory"
1564,"the ataris"
1564,"say anything"
1564,"the bouncing souls"
1564,"dashboard confessional"
1564,"iron & wine"
1564,"the get up kids"
1564,"death cab for cutie"
1564,"fall out boy"
1564,"rise against"
1564,"taylor swift"
1564,"akira yamaoka"
1564,"sum 41"
1564,"the academy is..."
1564,"bloc party"
1564,"bruce springsteen"
1564,"bob dylan"
1564,"coheed and cambria"
1564,"city and colour"
1564,"reel big fish"
1564,"anberlin"
1566,"michael jackson"
1566,"kylie minogue"
1566,"bee gees"
1567,"blink-182"
1567,"angels & airwaves"
1567,"bad religion"
1567,"ko<U+042F>n"
1567,"the offspring"
1567,"metallica"
1567,"30 seconds to mars"
1567,"sum 41"
1567,"papa roach"
1567,"afi"
1567,"nirvana"
1567,"anti-flag"
1567,"new found glory"
1567,"avenged sevenfold"
1567,"sonic syndicate"
1567,"the used"
1567,"cradle of filth"
1567,"atreyu"
1567,"44"
1567,"arch enemy"
1567,"from first to last"
1567,"eminem"
1567,"nofx"
1567,"rancid"
1567,"deftones"
1567,"good charlotte"
1567,"coldplay"
1567,"as i lay dying"
1567,"rammstein"
1567,"finch"
1567,"the clash"
1569,"britney spears"
1569,"nelly furtado"
1569,"fergie"
1569,"kelly clarkson"
1569,"rihanna"
1569,"chris brown"
1569,"paramore"
1569,"madonna"
1569,"beyonce"
1569,"the pussycat dolls"
1569,"black eyed peas"
1569,"christina aguilera"
1569,"maroon 5"
1569,"gym class heroes"
1569,"timbaland"
1569,"david guetta"
1569,"jennifer lopez"
1569,"kanye west"
1569,"alicia keys"
1569,"katy perry"
1569,"snoop dogg"
1569,"backstreet boys"
1569,"fall out boy"
1569,"duffy"
1569,"pink"
1569,"amy winehouse"
1569,"hilary duff"
1569,"jordin sparks"
1569,"mariah carey"
1569,"avril lavigne"
1569,"kylie minogue"
1569,"kate nash"
1569,"nickelback"
1569,"bee gees"
1569,"justice"
1569,"the offspring"
1571,"manu chao"
1571,"p.o.d."
1571,"silverchair"
1571,"massive attack"
1571,"rob zombie"
1571,"andrew lloyd webber"
1571,"the kinks"
1571,"the mars volta"
1571,"a perfect circle"
1571,"the beatles"
1571,"garbage"
1572,"megadeth"
1572,"metallica"
1572,"thin lizzy"
1572,"judas priest"
1572,"slayer"
1572,"dream theater"
1572,"[unknown]"
1573,"slayer"
1573,"dragonforce"
1573,"lordi"
1573,"all that remains"
1573,"dream theater"
1573,"megadeth"
1573,"killswitch engage"
1573,"iron maiden"
1573,"nightwish"
1573,"heaven shall burn"
1573,"bon jovi"
1573,"sonata arctica"
1573,"metallica"
1573,"symphony x"
1573,"skid row"
1573,"children of bodom"
1573,"caliban"
1573,"avenged sevenfold"
1573,"testament"
1573,"at the gates"
1573,"bad religion"
1573,"the beatles"
1573,"rage against the machine"
1573,"red hot chili peppers"
1573,"trivium"
1573,"in flames"
1573,"portishead"
1573,"angra"
1573,"blind guardian"
1573,"3 doors down"
1573,"marilyn manson"
1573,"cradle of filth"
1573,"disturbed"
1574,"sonata arctica"
1574,"three days grace"
1574,"seether"
1574,"dark tranquillity"
1574,"lacuna coil"
1574,"hammerfall"
1574,"paradise lost"
1574,"in flames"
1574,"nickelback"
1574,"linkin park"
1574,"evanescence"
1574,"breaking benjamin"
1574,"kamelot"
1574,"theatre of tragedy"
1574,"30 seconds to mars"
1574,"godsmack"
1574,"blind guardian"
1574,"dream theater"
1574,"stratovarius"
1574,"3 doors down"
1574,"simple plan"
1574,"ensiferum"
1574,"katatonia"
1574,"muse"
1574,"system of a down"
1574,"depeche mode"
1574,"girls aloud"
1574,"timbaland"
1574,"avril lavigne"
1574,"madonna"
1575,"enya"
1575,"carla bruni"
1575,"paul mccartney"
1575,"michael buble"
1575,"the who"
1575,"norah jones"
1575,"elton john"
1575,"arctic monkeys"
1575,"ray charles"
1575,"dire straits"
1575,"steely dan"
1575,"elvis presley"
1575,"queen"
1575,"billy joel"
1575,"the libertines"
1575,"oasis"
1575,"amy macdonald"
1575,"dropkick murphys"
1575,"christina aguilera"
1575,"feist"
1575,"electric light orchestra"
1575,"loreena mckennitt"
1575,"michael jackson"
1575,"babyshambles"
1575,"vangelis"
1576,"billie holiday"
1576,"st. germain"
1576,"chet baker"
1576,"cut copy"
1576,"portishead"
1576,"air"
1576,"daft punk"
1576,"booka shade"
1576,"goldfrapp"
1576,"caetano veloso"
1576,"jamiroquai"
1576,"massive attack"
1576,"joss stone"
1576,"lcd soundsystem"
1576,"mgmt"
1576,"bob dylan"
1576,"chico buarque"
1576,"nina simone"
1577,"my dying bride"
1577,"therion"
1577,"katatonia"
1577,"anathema"
1577,"paradise lost"
1577,"bauhaus"
1577,"tiamat"
1577,"tristania"
1577,"lacuna coil"
1577,"apocalyptica"
1577,"nightwish"
1577,"nile"
1577,"rammstein"
1577,"opeth"
1577,"haggard"
1577,"agalloch"
1577,"sirenia"
1577,"lacrimosa"
1577,"the sisters of mercy"
1577,"type o negative"
1577,"theatre of tragedy"
1577,"the birthday massacre"
1578,"30 seconds to mars"
1578,"myslovitz"
1578,"coma"
1578,"green day"
1578,"iron & wine"
1578,"happysad"
1578,"the all-american rejects"
1578,"pid<U+017C>ama porno"
1578,"in flames"
1578,"sex pistols"
1578,"taking back sunday"
1578,"simple plan"
1578,"taylor swift"
1578,"nirvana"
1578,"kult"
1578,"die toten hosen"
1578,"hey"
1578,"poets of the fall"
1578,"apocalyptica"
1578,"rammstein"
1578,"the subways"
1578,"clint mansell"
1578,"the veronicas"
1578,"funeral for a friend"
1578,"sonata arctica"
1579,"the fall of troy"
1579,"immortal technique"
1579,"circa survive"
1579,"dredg"
1579,"death cab for cutie"
1579,"muse"
1579,"aesop rock"
1579,"say anything"
1579,"coheed and cambria"
1579,"system of a down"
1579,"chevelle"
1579,"saosin"
1579,"hellogoodbye"
1579,"rjd2"
1579,"alexisonfire"
1579,"red hot chili peppers"
1579,"radiohead"
1579,"panic at the disco"
1579,"the mars volta"
1579,"imogen heap"
1579,"ratatat"
1579,"frou frou"
1579,"sage francis"
1579,"interpol"
1579,"finch"
1579,"modest mouse"
1581,"kanye west"
1581,"thrice"
1581,"fall out boy"
1581,"nofx"
1581,"paramore"
1581,"nirvana"
1581,"ladytron"
1581,"marilyn manson"
1581,"taking back sunday"
1581,"lagwagon"
1581,"anti-flag"
1581,"atreyu"
1581,"converge"
1581,"turbonegro"
1581,"bjork"
1581,"depeche mode"
1581,"aphex twin"
1581,"kmfdm"
1581,"misfits"
1581,"ministry"
1581,"lily allen"
1581,"the streets"
1581,"death from above 1979"
1581,"my chemical romance"
1582,"amon amarth"
1582,"enigma"
1582,"pink floyd"
1582,"manowar"
1582,"bon jovi"
1582,"metallica"
1582,"queen"
1582,"dimmu borgir"
1582,"type o negative"
1582,"burzum"
1582,"alice cooper"
1582,"aerosmith"
1582,"dio"
1582,"rainbow"
1582,"bathory"
1584,"franz ferdinand"
1584,"muse"
1584,"radiohead"
1584,"johnny cash"
1584,"arctic monkeys"
1584,"madness"
1584,"the killers"
1584,"chris cornell"
1584,"clint mansell"
1584,"queen"
1584,"maximo park"
1584,"biffy clyro"
1584,"gnarls barkley"
1584,"anberlin"
1584,"david bowie"
1584,"lily allen"
1584,"the white stripes"
1584,"the prodigy"
1584,"kasabian"
1584,"the kooks"
1584,"ennio morricone"
1584,"snow patrol"
1584,"audioslave"
1584,"mark ronson"
1584,"emery"
1584,"blur"
1584,"electric light orchestra"
1584,"live"
1584,"pink floyd"
1584,"the strokes"
1584,"kings of leon"
1584,"john lennon"
1584,"stereophonics"
1584,"talking heads"
1584,"placebo"
1584,"fatboy slim"
1584,"electric six"
1584,"pulp"
1584,"bob dylan"
1584,"foo fighters"
1584,"oasis"
1585,"t.i."
1585,"lil wayne"
1585,"2pac"
1585,"notorious b.i.g."
1585,"nelly"
1585,"ghostface"
1585,"50 cent"
1585,"lupe fiasco"
1585,"michael jackson"
1585,"ne-yo"
1585,"usher"
1585,"common"
1585,"mariah carey"
1585,"billy joel"
1585,"ludacris"
1585,"eminem"
1585,"akon"
1585,"dr. dre"
1585,"the prodigy"
1585,"snoop dogg"
1585,"talib kweli"
1585,"dmx"
1585,"outkast"
1585,"elton john"
1585,"mobb deep"
1586,"gorillaz"
1586,"nelly furtado"
1586,"die Arzte"
1586,"alicia keys"
1586,"christina aguilera"
1586,"bloodhound gang"
1586,"morcheeba"
1586,"amy winehouse"
1586,"the offspring"
1586,"sugababes"
1586,"blink-182"
1586,"eels"
1586,"scooter"
1586,"gwen stefani"
1586,"jennifer lopez"
1586,"rihanna"
1586,"gnarls barkley"
1586,"pink"
1586,"norah jones"
1586,"beyonce"
1586,"seeed"
1586,"britney spears"
1586,"hoobastank"
1586,"atb"
1586,"lenny kravitz"
1586,"van halen"
1587,"katatonia"
1587,"paradise lost"
1587,"anathema"
1587,"pain"
1587,"amorphis"
1587,"opeth"
1587,"him"
1587,"the birthday massacre"
1587,"nine inch nails"
1587,"agalloch"
1587,"natasha bedingfield"
1587,"static-x"
1587,"ko<U+042F>n"
1587,"my dying bride"
1587,"sentenced"
1587,"tiamat"
1587,"theatre of tragedy"
1587,"moonspell"
1587,"riverside"
1587,"apocalyptica"
1587,"the gathering"
1587,"slipknot"
1587,"fear factory"
1587,"queensryche"
1587,"flyleaf"
1587,"pain of salvation"
1587,"oomph!"
1587,"hypocrisy"
1587,"disturbed"
1587,"frou frou"
1587,"soundtrack"
1587,"lacuna coil"
1587,"megadeth"
1588,"nick cave and the bad seeds"
1588,"burial"
1588,"neil young"
1588,"cat power"
1588,"calexico"
1588,"david bowie"
1588,"the rolling stones"
1588,"grizzly bear"
1588,"m. ward"
1588,"bonnie prince billy"
1588,"bob marley"
1588,"amy winehouse"
1588,"deerhunter"
1588,"camera obscura"
1588,"antony and the johnsons"
1588,"frank sinatra"
1588,"cocorosie"
1588,"the white stripes"
1588,"the national"
1588,"the beatles"
1588,"devendra banhart"
1588,"jens lekman"
1588,"al green"
1588,"elvis presley"
1588,"goldfrapp"
1588,"belle and sebastian"
1588,"gnarls barkley"
1588,"pj harvey"
1589,"edguy"
1589,"gamma ray"
1589,"rammstein"
1589,"nightwish"
1589,"equilibrium"
1589,"die apokalyptischen reiter"
1589,"avantasia"
1589,"helloween"
1589,"sonata arctica"
1589,"queen"
1589,"turisas"
1589,"ensiferum"
1589,"dredg"
1589,"blind guardian"
1590,"kamelot"
1590,"therion"
1590,"lacuna coil"
1590,"symphony x"
1590,"theatre of tragedy"
1590,"avantasia"
1590,"tristania"
1590,"angra"
1590,"evanescence"
1591,"radiohead"
1591,"elliott smith"
1591,"death cab for cutie"
1591,"modest mouse"
1591,"pavement"
1591,"beck"
1591,"the new pornographers"
1591,"cake"
1591,"mogwai"
1591,"the beatles"
1591,"ani difranco"
1591,"sigur ros"
1591,"spoon"
1591,"daft punk"
1591,"bright eyes"
1591,"electric light orchestra"
1591,"metric"
1591,"belle and sebastian"
1591,"rjd2"
1591,"wilco"
1591,"no doubt"
1591,"rilo kiley"
1591,"bloc party"
1591,"pink floyd"
1591,"feist"
1591,"grateful dead"
1591,"arcade fire"
1591,"the faint"
1591,"my morning jacket"
1591,"the vines"
1591,"tegan and sara"
1591,"the postal service"
1591,"the strokes"
1591,"cursive"
1591,"boards of canada"
1591,"the decemberists"
1591,"the books"
1591,"the white stripes"
1591,"yeah yeah yeahs"
1591,"rufus wainwright"
1592,"radiohead"
1592,"the libertines"
1592,"the beatles"
1592,"bloc party"
1592,"the smiths"
1592,"arctic monkeys"
1592,"babyshambles"
1592,"oasis"
1592,"the strokes"
1592,"foals"
1592,"led zeppelin"
1592,"thrice"
1592,"the streets"
1592,"editors"
1592,"razorlight"
1592,"kings of leon"
1592,"kasabian"
1592,"maximo park"
1592,"the fratellis"
1592,"cold war kids"
1592,"franz ferdinand"
1592,"michael jackson"
1592,"death cab for cutie"
1592,"nirvana"
1592,"brand new"
1592,"coldplay"
1592,"the cribs"
1592,"rage against the machine"
1592,"the decemberists"
1592,"modest mouse"
1593,"neil young"
1593,"behemoth"
1593,"minus the bear"
1593,"the album leaf"
1593,"radiohead"
1593,"isis"
1594,"depeche mode"
1594,"mylo"
1594,"cut copy"
1594,"pet shop boys"
1594,"the streets"
1594,"goldfrapp"
1594,"kylie minogue"
1594,"royksopp"
1594,"gorillaz"
1594,"blur"
1594,"kaiser chiefs"
1594,"scissor sisters"
1594,"franz ferdinand"
1594,"pulp"
1594,"basement jaxx"
1594,"dizzee rascal"
1594,"air"
1594,"manic street preachers"
1594,"calvin harris"
1594,"jem"
1594,"r.e.m."
1595,"red hot chili peppers"
1595,"the prodigy"
1595,"franz ferdinand"
1595,"led zeppelin"
1595,"charlie parker"
1595,"klaxons"
1595,"ennio morricone"
1595,"john coltrane"
1595,"lou reed"
1595,"garbage"
1595,"joe satriani"
1595,"chet baker"
1596,"the chemical brothers"
1596,"hans zimmer"
1596,"depeche mode"
1596,"venetian snares"
1596,"evanescence"
1596,"placebo"
1596,"bloc party"
1596,"moby"
1596,"pet shop boys"
1596,"fort minor"
1596,"jem"
1596,"lily allen"
1596,"david guetta"
1596,"eminem"
1596,"faithless"
1596,"timbaland"
1596,"mark ronson"
1596,"keane"
1596,"gorillaz"
1596,"good charlotte"
1596,"fall out boy"
1596,"maroon 5"
1596,"jay-z"
1596,"my chemical romance"
1596,"justice"
1596,"kylie minogue"
1597,"aretha franklin"
1599,"sonata arctica"
1599,"manowar"
1599,"edguy"
1599,"sabaton"
1599,"iron maiden"
1599,"judas priest"
1599,"dio"
1599,"stratovarius"
1599,"jedi mind tricks"
1599,"in flames"
1599,"nightwish"
1599,"avantasia"
1599,"dragonforce"
1599,"basshunter"
1599,"scorpions"
1599,"creedence clearwater revival"
1599,"ac/dc"
1601,"feist"
1601,"dead kennedys"
1601,"johnny cash"
1601,"kings of convenience"
1601,"belle and sebastian"
1601,"morphine"
1601,"regina spektor"
1606,"billie holiday"
1606,"frank sinatra"
1606,"louis armstrong"
1606,"the beatles"
1606,"abba"
1606,"elvis presley"
1606,"james brown"
1608,"dream theater"
1608,"elvis costello"
1608,"frank zappa"
1608,"pain of salvation"
1608,"steely dan"
1608,"system of a down"
1608,"ayreon"
1608,"red hot chili peppers"
1608,"stevie wonder"
1608,"camel"
1608,"radiohead"
1608,"opeth"
1608,"pink floyd"
1608,"bruce springsteen"
1608,"coldplay"
1608,"the beatles"
1608,"rush"
1608,"blur"
1608,"billie holiday"
1608,"bob dylan"
1608,"mika"
1608,"sufjan stevens"
1608,"portishead"
1608,"gorillaz"
1608,"led zeppelin"
1608,"david bowie"
1608,"porcupine tree"
1608,"muse"
1608,"serge gainsbourg"
1608,"aretha franklin"
1608,"aerosmith"
1608,"caetano veloso"
1608,"king crimson"
1609,"evanescence"
1609,"coldplay"
1609,"norah jones"
1609,"tori amos"
1609,"gnarls barkley"
1609,"kt tunstall"
1609,"foo fighters"
1609,"enya"
1609,"enigma"
1609,"van morrison"
1609,"corinne bailey rae"
1609,"simon & garfunkel"
1609,"fleetwood mac"
1609,"peter gabriel"
1609,"sarah mclachlan"
1609,"joss stone"
1609,"paul simon"
1609,"fiona apple"
1610,"gogol bordello"
1610,"cocorosie"
1610,"animal collective"
1610,"beirut"
1610,"devendra banhart"
1610,"the pogues"
1610,"the beatles"
1610,"refused"
1610,"grizzly bear"
1610,"the velvet underground"
1610,"against me!"
1610,"the black keys"
1610,"crystal castles"
1610,"bob marley & the wailers"
1610,"the doors"
1610,"modest mouse"
1610,"battles"
1610,"miles davis"
1610,"yann tiersen"
1610,"cake"
1610,"portishead"
1611,"bohse onkelz"
1611,"bullet for my valentine"
1611,"papa roach"
1611,"rise against"
1611,"36 crazyfists"
1611,"as i lay dying"
1611,"escape the fate"
1611,"subway to sally"
1611,"alesana"
1611,"bring me the horizon"
1611,"good charlotte"
1611,"dope"
1611,"sonic syndicate"
1611,"the all-american rejects"
1611,"silverstein"
1611,"simple plan"
1611,"ko<U+042F>n"
1611,"fall out boy"
1611,"senses fail"
1611,"from first to last"
1611,"atreyu"
1611,"disturbed"
1611,"30 seconds to mars"
1611,"the used"
1611,"3 doors down"
1611,"children of bodom"
1611,"alexisonfire"
1611,"slipknot"
1611,"underoath"
1611,"a day to remember"
1611,"three days grace"
1611,"bad religion"
1611,"all shall perish"
1611,"enter shikari"
1611,"killswitch engage"
1611,"my chemical romance"
1612,"manu chao"
1612,"bob dylan"
1612,"the rolling stones"
1612,"dave matthews band"
1612,"pink floyd"
1612,"neil young"
1612,"cream"
1612,"led zeppelin"
1612,"the doors"
1612,"red hot chili peppers"
1612,"bob marley & the wailers"
1612,"franz ferdinand"
1612,"radiohead"
1612,"creedence clearwater revival"
1612,"nick cave and the bad seeds"
1612,"ben harper"
1614,"emilie autumn"
1614,"muse"
1614,"the flaming lips"
1614,"the fray"
1614,"alkaline trio"
1614,"system of a down"
1614,"thrice"
1614,"brand new"
1614,"nine inch nails"
1614,"avenged sevenfold"
1614,"opeth"
1614,"the postal service"
1614,"motion city soundtrack"
1614,"type o negative"
1614,"led zeppelin"
1614,"rammstein"
1614,"tool"
1614,"the shins"
1614,"dragonforce"
1614,"blink-182"
1614,"less than jake"
1614,"jimmy eat world"
1615,"rammstein"
1615,"muse"
1615,"red hot chili peppers"
1615,"dream theater"
1615,"36 crazyfists"
1615,"the beatles"
1615,"system of a down"
1615,"pendulum"
1615,"ludwig van beethoven"
1615,"daft punk"
1615,"primus"
1615,"the prodigy"
1615,"rush"
1615,"led zeppelin"
1615,"lostprophets"
1615,"david bowie"
1615,"jamiroquai"
1615,"nirvana"
1615,"soundgarden"
1615,"deftones"
1615,"slayer"
1615,"digitalism"
1615,"tool"
1615,"black label society"
1615,"joe satriani"
1615,"the whitest boy alive"
1615,"mr. scruff"
1615,"foo fighters"
1615,"serj tankian"
1615,"gorillaz"
1616,"portishead"
1616,"opeth"
1616,"therion"
1616,"my dying bride"
1616,"ulver"
1616,"paradise lost"
1616,"ramones"
1616,"tiamat"
1616,"bad religion"
1616,"black sabbath"
1616,"katatonia"
1616,"porcupine tree"
1616,"gotan project"
1616,"blind guardian"
1616,"apocalyptica"
1616,"finntroll"
1616,"the gathering"
1616,"haggard"
1616,"motorhead"
1616,"anathema"
1616,"morbid angel"
1616,"in flames"
1616,"a perfect circle"
1616,"alice in chains"
1616,"dream theater"
1617,"agalloch"
1617,"in flames"
1617,"vnv nation"
1617,"dimmu borgir"
1617,"porcupine tree"
1617,"pain"
1617,"paradise lost"
1617,"korpiklaani"
1617,"opeth"
1617,"finntroll"
